Symbol,casTLE_Effect,pvalue
Acta2,0.7,0.344
Actg1,-0.4,0.486
Actl6b,0.3,0.579
Actr2,0,0.79
Actr3,0.2,0.634
Actr3b,0,0.697
Actr8,-0.2,0.652
Acvr1,4.4,0.165
Acvr1b,0,0.79
Acvr1c,0,0.79
Acvr2a,1.5,0.472
Acvr2b,-5.5,0.067
Acvrl1,0,0.79
Acy1,0,0.79
Acy3,2.9,0.273
Acyp1,-0.1,0.68
Acyp2,0.5,0.67
Ada,-0.3,0.519
Adad1,-0.5,0.404
Adad2,0.4,0.708
Adam12,5.8,0.0153
Adam15,0.8,0.299
Adam17,0,0.697
Adam19,-0.1,0.643
Adam22,-0.4,0.504
Adam23,-1,0.175
Adam25,0,0.697
Adam28,4.2,0.161
Adam33,1.3,0.568
Adamts12,-0.8,0.296
Adamts20,0,0.697
Adamts5,4.7,0.046
Adamtsl1,8.1,0.0249
Adamtsl3,4.2,0.0567
Adamtsl5,4.5,0.0607
Adap1,0,0.824
Adar,0,0.697
Adarb1,0.2,0.746
Adck1,-0.2,0.728
Adck2,0,0.79
Adck5,-7.1,0.273
Adcy1,0,0.697
Adcy10,0,0.697
Adcy2,0,0.697
Adcy3,2.2,0.106
Adcy4,1.6,0.179
Adcy5,-0.3,0.574
Adcy6,-0.8,0.293
Adcy7,0,0.697
Adcy8,-0.1,0.644
Adcy9,2.1,0.205
Adcyap1,5.3,0.0754
Add1,0,0.697
Adgra1,5.5,0.256
Adgrb1,0,0.697
Adgrb3,3.8,0.0425
Adgre5,0.2,0.765
Adgrg4,0.7,0.548
Adgrl3,-0.7,0.392
Adh1,-6.1,0.16
Adh4,0,0.824
Adh5,0.4,0.676
Adh7,1.6,0.259
Adhfe1,-0.4,0.386
Adk,0,0.79
Adm,0,0.697
Adm2,0.6,0.446
Adnp,-4.3,0.26
Adnp2,0,0.824
Adora1,4.5,0.281
Adora2a,0,0.79
Adora2b,-7.7,0.252
Adora3,0,0.79
Adprhl1,3.7,0.0553
Adra1a,3.9,0.133
Adra1b,2.3,0.448
Adra1d,-1.3,0.389
Adra2a,0,0.79
Adra2b,-0.3,0.663
Adra2c,-7.3,0.103
Adrb1,2.3,0.218
Adrb2,0,0.79
Adrb3,-7.3,0.0727
Adss,0,0.697
Adssl1,4,0.352
Aebp2,0.5,0.557
Aes,0,0.824
Afap1l2,0,0.697
Afdn,1.2,0.482
Aff1,-1.2,0.236
Aff3,-0.5,0.536
Aff4,3.3,0.408
Afg3l2,-0.3,0.701
Afmid,0,0.697
Afp,-0.8,0.278
Agap2,4.4,0.0712
Agfg2,-0.3,0.448
Aggf1,0.5,0.63
Ago1,1,0.359
Ago2,-1.2,0.331
Ago3,0,0.824
Ago4,1.2,0.429
Agpat2,0,0.697
Agpat3,-9,0.326
Agr2,-0.3,0.58
Agrn,0.5,0.538
Agt,0,0.697
Agtr1a,3.3,0.0742
Agtr2,2.3,0.272
Agxt,-6.7,0.375
Agxt2,0,0.79
Ahcyl2,2,0.461
Ahdc1,-0.3,0.622
Ahnak,0,0.697
Ahr,0.6,0.465
Ahrr,-1.6,0.213
AI314180,5.9,0.131
Aicda,0,0.697
Aif1,0,0.697
Aifm2,1.2,0.225
Aimp1,0,0.824
Aire,0.6,0.545
Ajuba,4.8,0.0754
Ak1,2.3,0.425
Ak2,-4.3,0.175
Ak3,0.5,0.604
Ak4,0.1,0.779
Ak5,-7.8,0.178
Ak7,-1.3,0.337
Ak8,-2.5,0.132
Akap1,-8,0.456
Akap10,-1.2,0.354
Akap11,0,0.79
Akap12,0,0.79
Akap13,0,0.79
Akap14,0.8,0.558
Akap2,0,0.697
Akap3,3.7,0.201
Akap4,0,0.79
Akap5,0,0.79
Akap6,0,0.79
Akap7,0.2,0.728
Akap8,0.4,0.675
Akap8l,1.1,0.521
Akna,0.3,0.661
Akp3,1.1,0.507
Akr1a1,-0.1,0.736
Akr1b3,-0.1,0.783
Akr1b8,-2.6,0.0815
Akr1c18,2.3,0.287
Akr1c21,0,0.697
Akr1c6,1.5,0.251
Akr1d1,0.2,0.649
Akt1,-4.2,0.0044
Akt2,-0.6,0.568
Akt3,4.9,0.197
Aktip,0,0.824
Alad,-0.1,0.66
Alas1,-7,0.422
Alas2,3.7,0.244
Alcam,0.9,0.364
Aldh18a1,0.9,0.543
Aldh1a1,1.9,0.136
Aldh1a2,-5,0.39
Aldh1a3,0,0.697
Aldh1a7,0,0.824
Aldh1b1,0,0.79
Aldh1l1,2.4,0.354
Aldh2,-0.7,0.339
Aldh3a1,0,0.79
Aldh3a2,-0.3,0.604
Aldh3b1,-7.7,0.384
Aldh4a1,0.1,0.787
Aldh5a1,-0.3,0.701
Aldh6a1,0,0.697
Aldh7a1,-0.5,0.444
Aldh9a1,-0.6,0.568
Aldob,-0.4,0.519
Aldoc,-0.1,0.684
Alg12,2.9,0.202
Alk,-6.1,0.503
Alkbh2,-7.5,0.0351
Alkbh3,0,0.697
Alkbh8,5.2,0.396
Allc,0,0.79
Alms1,0,0.697
Alox12,0,0.697
Alox15,0,0.697
Alox5,0,0.79
Alox8,1,0.458
Aloxe3,0.2,0.642
Alpi,0,0.697
Alpk1,-0.2,0.668
Alpk2,0,0.79
Alpk3,-0.6,0.567
Alpl,5.8,0.0181
Alppl2,-3.8,0.0577
Als2,-0.7,0.31
Alx1,-4.8,0.428
Alx3,0.1,0.799
Alx4,2.7,0.0744
Alyref,-1,0.295
Ambp,0,0.697
Amd1,0,0.697
Amd2,0,0.697
Amer1,0,0.697
Amer2,-0.4,0.456
Amfr,4.3,0.0279
Amh,0,0.697
Amhr2,-0.1,0.719
Amn,1.9,0.379
Ampd1,0.8,0.485
Ampd2,-0.4,0.493
Ampd3,3.1,0.208
Amt,0,0.79
Amy1,-1.3,0.325
Anapc1,0,0.697
Anapc13,0.5,0.518
Anapc2,0,0.697
Anapc4,3.5,0.0921
Anapc7,0.3,0.648
Ang,0,0.697
Angel1,-0.5,0.344
Angpt1,-0.8,0.156
Angpt2,-0.3,0.577
Angptl1,1.2,0.381
Angptl2,0,0.824
Ankar,-4.1,0.157
Ankef1,0.2,0.735
Ankhd1,-0.3,0.653
Ankk1,0,0.79
Ankra2,2,0.395
Ankrd1,0,0.824
Ankrd10,1,0.68
Ankrd16,0,0.824
Ankrd17,0.3,0.729
Ankrd22,2.5,0.482
Ankrd33,0.1,0.813
Ankrd33b,-2.2,0.117
Ankrd34b,1.1,0.373
Ankrd35,-5.5,0.093
Ankrd42,-5.4,0.307
Ankrd44,-0.1,0.767
Ankrd45,-2.8,0.271
Ankrd46,0,0.824
Ankrd49,0.5,0.701
Ankrd54,1.5,0.241
Ankrd55,-0.4,0.544
Ankrd6,2.5,0.23
Ankrd7,0,0.824
Anks1b,-0.1,0.75
Anks3,1.2,0.196
Ankzf1,-2.6,0.62
Anln,0.6,0.54
Ano3,-0.8,0.218
Anpep,0.9,0.411
Anxa1,0,0.697
Anxa10,0,0.824
Anxa2,-4.9,0.238
Anxa3,2.7,0.359
Anxa4,2.1,0.303
Anxa5,0,0.79
Aoc2,0.6,0.591
Aoc3,-0.5,0.399
Ap5z1,2.6,0.203
Apaf1,0,0.697
Apbb1,0,0.697
Apbb1ip,3.3,0.4
Apbb2,4.9,0.331
Apc,-0.2,0.608
Apc2,3.5,0.0921
Apex2,-0.6,0.298
Api5,2.1,0.226
Aplf,0,0.697
Aplnr,2.9,0.1
Aplp2,0.4,0.636
Apobec2,-1.9,0.387
Apobec3,-1.4,0.263
Apobec4,0,0.697
Apod,0,0.697
Apoe,0.9,0.508
Apoh,3.8,0.31
Apon,-0.1,0.748
App,3,0.522
Appl1,-0.1,0.656
Appl2,0.4,0.525
Aprt,-5,0.0374
Aptx,0.3,0.628
Aqp1,1.2,0.512
Aqr,0,0.697
Ar,0.5,0.606
Araf,-1.5,0.314
Arap1,-7.4,0.0485
Arf1,-1.6,0.287
Arf4,-0.4,0.567
Arg1,0,0.697
Arg2,-0.5,0.385
Arglu1,0,0.697
Arhgap20,0.1,0.666
Arhgap22,-2.7,0.348
Arhgap25,1.4,0.43
Arhgap29,0.8,0.214
Arhgef10l,0,0.824
Arhgef12,2.5,0.378
Arhgef2,-1,0.438
Arhgef25,0,0.697
Arhgef40,3.5,0.364
Arhgef6,0,0.697
Arhgef7,0,0.697
Arid1a,0,0.697
Arid1b,4.1,0.0591
Arid2,-1.9,0.387
Arid3a,2.3,0.354
Arid3b,-0.2,0.679
Arid3c,-0.1,0.808
Arid5a,0.8,0.525
Arid5b,1.7,0.162
Arih2,0,0.697
Arl2bp,0,0.697
Arl3,0,0.79
Arl5a,0,0.697
Arl5b,2.2,0.272
Arl6ip4,0,0.824
Arl9,0,0.697
Armc6,0,0.697
Arnt,3,0.183
Arnt2,0,0.697
Arntl,-0.5,0.584
Arntl2,-0.1,0.798
Arpc1a,6.1,0.129
Arpc1b,3.1,0.27
Arpc3,-7.2,0.273
Arpc5,2.4,0.351
Arrdc4,2.1,0.106
Arsa,0.1,0.779
Arsj,1.1,0.341
Art1,-6.4,0.381
Arx,-1,0.341
Asap1,-1.1,0.362
Asap3,0.6,0.552
Ascc1,0.6,0.545
Ascc3,0,0.697
Ascl1,-0.2,0.706
Ascl2,0.2,0.791
Ascl3,-5.4,0.318
Ascl4,0,0.824
Ascl5,2.4,0.397
Asf1a,-0.1,0.662
Asf1b,-1,0.318
Asgr2,0,0.79
Ash1l,-0.1,0.82
Ash2l,0,0.697
Asl,4.5,0.0349
Asns,-0.3,0.595
Aspa,-7.5,0.324
Asph,0.9,0.329
Aspm,3.3,0.0972
Aspscr1,-0.1,0.649
Asrgl1,1.3,0.571
Astn1,-0.5,0.369
Asxl1,0.6,0.763
Atf1,3.4,0.017
Atf2,1.6,0.594
Atf3,0,0.697
Atf5,-0.6,0.286
Atf7ip,0.1,0.82
Atf7ip2,0.6,0.59
Atg10,0,0.697
Atg12,-1,0.295
Atg14,-1.2,0.232
Atg3,0,0.697
Atg4a,0.2,0.61
Atg5,0.2,0.663
Atl1,0.3,0.694
Atm,-7.6,0.412
Atmin,-5.4,0.0478
Atn1,-3.1,0.296
Atoh1,-0.6,0.52
Atoh7,0,0.697
Atoh8,1.2,0.371
Atox1,0.6,0.572
Atp11a,0,0.697
Atp13a1,-0.7,0.202
Atp2a1,-3.7,0.0961
Atp2c1,-4.8,0.338
Atp4a,0.8,0.614
Atp5a1,-8.2,0.27
Atp5b,1.3,0.504
Atp5c1,-0.6,0.567
Atp5j2,0,0.697
Atp5o,-7,0.418
Atp6v0a1,3.5,0.127
Atp6v0a2,0,0.697
Atp6v0a4,0.2,0.602
Atp6v1b2,-0.6,0.568
Atp6v1d,0,0.697
Atp6v1g1,-0.3,0.615
Atp6v1g2,0,0.697
Atp6v1g3,0,0.697
Atp8a1,-6,0.0704
Atp8a2,0,0.697
Atraid,0.7,0.55
Atrnl1,-0.1,0.646
Atrx,5.9,0.129
Atxn10,2.5,0.426
Atxn3,1,0.515
Aurkaip1,0.3,0.742
Aven,0.2,0.632
Avpi1,0,0.697
Avpr1a,0.9,0.538
Avpr1b,0,0.824
Avpr2,-2.4,0.172
AW549877,0.2,0.732
Axin2,0.2,0.669
Axl,-0.6,0.545
Azgp1,6.4,0.0896
B3galnt1,0.5,0.586
B3galt1,0.3,0.706
B3galt2,0,0.824
B3galt4,0,0.697
B3gat1,0,0.697
B3gat3,0,0.697
B3gnt3,-0.4,0.469
B3gnt6,-0.6,0.246
B3gnt7,-0.8,0.286
B4galt1,-5.3,0.0722
B4galt2,0,0.79
B4galt3,0,0.79
B4galt4,0,0.79
B4galt5,0,0.697
B4galt6,-0.4,0.492
Baat,0.7,0.369
Babam2,-0.5,0.358
Bace1,0.1,0.666
Bach1,-1.2,0.105
Bach2,4.7,0.0191
Bad,0,0.697
Bag1,6.3,0.0625
Baiap2l1,7.8,0.000413
Bak1,2.9,0.237
Banf2,-0.4,0.637
Bard1,2.9,0.146
Barhl1,4.9,0.489
Barhl2,-0.5,0.506
Barx1,-0.2,0.775
Basp1,-1.9,0.127
Batf,0.5,0.537
Batf2,4.8,0.287
Bax,1.1,0.331
Baz1b,0,0.697
Baz2a,-2.8,0.385
Baz2b,2.1,0.206
Bbc3,1.7,0.289
Bbof1,1,0.408
Bbox1,3.8,0.222
Bbs4,0,0.697
Bbx,1.7,0.409
BC030499,-6.7,0.388
BC037034,1.6,0.282
BC052040,-1.5,0.101
Bcar1,-0.4,0.485
Bcas1,0.3,0.669
Bcas2,0,0.697
Bcas3,0.6,0.546
Bcat1,-0.4,0.476
Bcat2,-6.4,0.0341
Bccip,-1,0.197
Bche,3.8,0.0858
Bckdk,1.7,0.362
Bcl10,3.6,0.195
Bcl11a,1.4,0.439
Bcl2,0,0.697
Bcl2a1b,-0.4,0.504
Bcl2l1,0,0.697
Bcl2l10,0,0.697
Bcl2l11,3.1,0.109
Bcl2l12,2.9,0.184
Bcl2l13,-0.3,0.574
Bcl2l14,-0.5,0.431
Bcl2l2,0,0.697
Bcl3,2.1,0.597
Bcl6,0,0.697
Bcl6b,-3.4,0.338
Bcl7a,0,0.697
Bcl7b,3,0.201
Bcl9,0,0.697
Bcl9l,-5.3,0.0775
Bclaf1,-0.2,0.672
Bcor,0,0.824
Bcorl1,0,0.824
Bcr,-6.7,0.379
Bdh1,0,0.79
Bdkrb2,-2.8,0.179
Bdnf,-0.6,0.364
Bdp1,-0.6,0.588
Begain,0.5,0.722
Bex2,1.5,0.303
Bglap,0.9,0.535
Bglap2,1.4,0.483
Bglap3,2.1,0.284
Bhlha9,0,0.824
Bhlhe22,3.4,0.0699
Bhlhe23,5.9,0.116
Bhmt,0.2,0.71
Bhmt2,-6.9,0.407
Bicc1,0,0.824
Bicd1,-1.4,0.196
Bicra,-0.4,0.445
Bid,0.6,0.432
Bik,0,0.697
Bin3,0.4,0.53
Birc3,-4.8,0.00302
Birc5,0,0.697
Birc6,0,0.697
Bivm,6.8,0.0664
Blk,0.5,0.646
Blm,1.2,0.482
Blnk,-0.5,0.49
Bloc1s2,-0.7,0.355
Bloc1s3,5.2,0.0452
Blvra,3,0.103
Blvrb,1.1,0.451
Bmf,0,0.697
Bmp2,2.5,0.464
Bmp2k,-7.7,0.481
Bmp4,-0.5,0.412
Bmp7,0.7,0.469
Bmpr1a,0.1,0.751
Bmpr1b,0.1,0.788
Bmpr2,0,0.79
Bmx,3.4,0.22
Bnc1,-0.5,0.531
Bnc2,3.6,0.0823
Bnip2,0,0.697
Bnip3,-0.7,0.356
Bnip3l,6.8,0.212
Bod1,-9.5,0.00383
Bod1l,1.5,0.413
Bok,-0.1,0.658
Boll,-0.4,0.574
Bop1,0,0.824
Borcs8,-0.8,0.371
Bpgm,0,0.697
Bphl,-6.7,0.369
Bpi,7.3,0.00671
Bpnt1,0,0.697
Bptf,-0.3,0.763
Braf,-6.9,0.411
Brat1,0.3,0.63
Brca1,2.2,0.305
Brcc3,0,0.697
Brd1,-0.7,0.392
Brd2,2.5,0.435
Brd3,-4.9,0.184
Brd7,3.1,0.0598
Brd9,-8.5,0.00599
Brdt,0,0.79
Brf1,-3.4,0.0657
Brf2,0,0.824
Brip1,-0.5,0.404
Brms1,0,0.697
Brms1l,0,0.824
Brsk1,-6.5,0.332
Brsk2,3.7,0.246
Brwd1,2.2,0.11
Bsg,-0.1,0.677
Bst1,-0.2,0.728
Bsx,0,0.824
Btbd11,3.3,0.0465
Btd,-0.3,0.642
Btf3l4,1.2,0.498
Btg1,0.4,0.594
Btg2,-0.4,0.505
Btg3,1.6,0.28
Btg4,0,0.697
Btk,-2.3,0.128
Bub1,-0.6,0.564
Bves,-0.1,0.68
Bysl,0,0.824
Bzw2,-5.6,0.0963
C1qa,0.5,0.654
C1qb,0,0.79
C1qc,-5.4,0.302
C1ql1,0,0.697
C1qtnf9,-2.4,0.0258
C1ra,0.2,0.723
C1rb,0,0.79
C2cd4b,0,0.697
C3,0,0.79
C4b,-3.6,0.12
C7,0.4,0.559
C8g,5.3,0.0165
Cab39,-0.8,0.263
Cables1,3.5,0.205
Cables2,-0.8,0.262
Cacna1a,3.6,0.302
Cacna1b,2.7,0.16
Cacna1c,-0.7,0.374
Cacna1d,1.8,0.276
Cacna1f,1.5,0.422
Cacna1g,0.2,0.625
Cacna1h,-0.7,0.289
Cacna1i,0,0.79
Cacna1s,-0.3,0.623
Cacna2d1,-0.2,0.654
Cacna2d2,2.9,0.322
Cacna2d3,0,0.697
Cacnb1,0,0.79
Cacnb2,0.8,0.599
Cacnb3,2.5,0.307
Cacnb4,1.4,0.498
Cacng1,-0.7,0.434
Cactin,0,0.824
Cacul1,-0.4,0.489
Cacybp,-0.3,0.519
Cadm1,2.7,0.161
Cadm4,-0.1,0.691
Calcr,-0.1,0.644
Calr,0,0.79
Caly,0.5,0.645
Camk1,0,0.79
Camk1d,4.3,0.23
Camk1g,0.8,0.587
Camk2a,-4,0.133
Camk2b,2,0.454
Camk2d,-1.6,0.238
Camk2g,2.2,0.264
Camk2n1,0.5,0.542
Camk2n2,-0.1,0.693
Camk4,-5,0.0158
Camkk1,-7.2,0.637
Camkk2,-6,0.471
Camkv,-0.1,0.752
Caml,3.6,0.19
Camp,2.2,0.345
Camta2,-5.4,0.478
Cant1,0,0.79
Canx,0,0.79
Capn1,5.9,0.0635
Capn10,1.3,0.252
Capns1,0.5,0.67
Capns2,0.9,0.318
Car1,2.4,0.414
Car10,1.9,0.37
Car11,0,0.79
Car12,-0.3,0.616
Car13,0,0.79
Car14,1.8,0.341
Car2,-7.4,0.154
Car3,-0.1,0.747
Car4,-4.9,0.123
Car5a,-0.1,0.702
Car5b,0,0.79
Car6,2.4,0.0387
Car7,0.5,0.685
Car8,2.9,0.15
Car9,-0.7,0.433
Card10,-0.2,0.61
Card11,4.8,0.116
Card14,-0.6,0.402
Card6,0.3,0.647
Card9,2.8,0.304
Carhsp1,0.6,0.645
Carm1,0,0.697
Carmil1,0,0.697
Carmil2,-9.6,0.00454
Cartpt,-0.4,0.658
Cask,0.7,0.504
Caskin1,-2.2,0.425
Casp1,1.9,0.117
Casp3,3.3,0.0703
Casp4,0,0.697
Casp7,2.3,0.576
Casp8ap2,-0.6,0.502
Casr,3.8,0.346
Cast,8.2,0.00065
Casz1,4.2,0.348
Cat,-0.4,0.584
Cav1,0,0.697
Cavin3,-7.6,0.15
Cavin4,0,0.79
Cbfa2t2,-5.2,0.0731
Cbfa2t3,0,0.697
Cbfb,-1.2,0.142
Cbl,0,0.697
Cbr1,-0.5,0.512
Cbx4,0,0.697
Cc2d1a,1.1,0.623
Ccar1,5,0.167
Ccar2,2.9,0.206
Ccdc103,-0.6,0.372
Ccdc155,-0.1,0.799
Ccdc32,0,0.697
Ccdc59,-0.5,0.645
Ccdc6,0.3,0.634
Ccdc81,6.4,0.018
Cck,0,0.697
Cckar,0,0.79
Cckbr,-0.1,0.662
Ccl21a,-4.3,0.0047
Ccl21b,-4.3,0.0047
Ccna1,-0.9,0.176
Ccna2,0,0.697
Ccnb1,0,0.697
Ccnb1ip1,0.9,0.497
Ccnb2,0,0.697
Ccnb3,2.3,0.0811
Ccnc,1.1,0.498
Ccnd1,-0.1,0.696
Ccnd2,-0.6,0.485
Ccnd3,-0.5,0.463
Ccne1,1.6,0.405
Ccne2,0.9,0.37
Ccng1,0.3,0.66
Ccng2,0,0.697
Ccnh,2.3,0.31
Ccni,-0.2,0.598
Ccnj,0,0.697
Ccnk,-0.7,0.353
Ccnl1,0,0.697
Ccnl2,0.3,0.714
Ccno,3,0.523
Ccnt1,-1.2,0.0725
Ccnt2,0,0.697
Ccny,0,0.697
Ccp110,-0.8,0.246
Ccpg1,0,0.697
Ccr1,0,0.697
Ccr5,-3.6,0.0539
Cct3,-0.5,0.614
Ccz1,-0.3,0.615
Cd109,0.2,0.624
Cd160,-0.3,0.54
Cd180,0,0.697
Cd19,-1,0.169
Cd1d1,4.7,0.0932
Cd2,-0.3,0.494
Cd209e,1.7,0.334
Cd247,-6.1,0.447
Cd27,-0.1,0.646
Cd28,-0.1,0.633
Cd2ap,2,0.339
Cd36,0,0.697
Cd38,0.4,0.632
Cd3d,1.1,0.48
Cd3e,0.6,0.665
Cd3g,2.1,0.388
Cd4,3.4,0.218
Cd40,0,0.697
Cd40lg,0,0.697
Cd44,0,0.697
Cd46,5.2,0.298
Cd5,6.9,0.0822
Cd52,5.5,0.0297
Cd55,0,0.79
Cd55b,-3.6,0.123
Cd5l,0,0.697
Cd70,0.8,0.343
Cd79a,-0.6,0.404
Cd80,0.6,0.604
Cd86,1.6,0.548
Cd9,0,0.697
Cda,0,0.79
Cdan1,-0.6,0.392
Cdc14a,1.2,0.509
Cdc14b,-0.1,0.742
Cdc25a,-7.9,0.0704
Cdc25b,0,0.79
Cdc25c,2.6,0.0697
Cdc26,-0.7,0.353
Cdc34,0,0.697
Cdc37,-1,0.295
Cdc37l1,0,0.697
Cdc40,0,0.824
Cdc42bpa,-0.6,0.567
Cdc42bpb,0,0.79
Cdc42bpg,1,0.527
Cdc42se2,0,0.79
Cdc45,2.5,0.156
Cdc5l,0,0.697
Cdc6,1.2,0.364
Cdc73,-1,0.295
Cdca2,0,0.697
Cdca3,-0.4,0.442
Cdca5,2.1,0.585
Cdca7,1.1,0.464
Cdca7l,-3.7,0.16
Cdh1,1.1,0.492
Cdh11,1,0.308
Cdh13,0,0.697
Cdh16,-9.2,0.0194
Cdh2,0,0.697
Cdh20,0,0.697
Cdh23,-0.5,0.389
Cdh4,-0.2,0.572
Cdh5,5.4,0.0452
Cdip1,0,0.697
Cdk10,-4.5,0.179
Cdk11b,-0.4,0.625
Cdk12,-7.9,0.0259
Cdk13,-0.6,0.568
Cdk14,-7.1,0.0921
Cdk15,-4.3,0.272
Cdk16,1.8,0.287
Cdk18,1.4,0.53
Cdk19,-2.3,0.113
Cdk2,-5.1,0.417
Cdk2ap1,-0.2,0.58
Cdk4,-0.2,0.687
Cdk5,-8,0.111
Cdk5r1,-8.6,0.0801
Cdk5r2,0.2,0.718
Cdk5rap2,-0.8,0.305
Cdk7,-5.9,0.133
Cdk8,0,0.79
Cdkl1,-0.4,0.532
Cdkl2,-2.4,0.101
Cdkl3,0,0.79
Cdkl4,-4.3,0.179
Cdkl5,-1.9,0.27
Cdkn1a,-1.4,0.364
Cdkn1b,1,0.559
Cdkn2a,0.7,0.647
Cdkn2aip,1.8,0.379
Cdkn2b,0.9,0.52
Cdkn2c,0,0.79
Cdkn2d,-4.8,0.575
Cdkn3,-5,0.351
Cdo1,-7.6,0.303
Cdpf1,4.7,0.0153
Cdr2,0,0.697
Cdt1,0.6,0.528
Cdx1,-0.7,0.428
Cdx2,0,0.697
Cdx4,-1.9,0.296
Ceacam1,6.8,0.0116
Ceacam10,0.5,0.593
Ceacam16,-0.8,0.535
Ceacam2,-0.9,0.399
Ceacam9,-4.5,0.409
Cebpa,1.1,0.382
Cebpb,4.2,0.0369
Cebpe,0.4,0.663
Cebpg,-0.6,0.339
Cecr6,1.2,0.359
Cel,0,0.79
Cela1,0.2,0.74
Cela2a,0.2,0.733
Celf2,-0.9,0.47
Celf3,0,0.824
Celf4,0.4,0.629
Celf5,0,0.824
Cenpe,0,0.697
Cenpf,0,0.697
Cenpl,-0.5,0.445
Cenpm,-0.9,0.201
Cenpq,-0.3,0.617
Cenpt,0.8,0.631
Cenpv,0.7,0.436
Cep104,0,0.824
Cep128,-0.1,0.644
Cep135,4,0.0857
Cep152,-0.7,0.392
Cep192,0,0.697
Cep250,0,0.697
Cep290,4.9,0.0695
Cep350,-0.1,0.635
Cep41,0,0.697
Cep55,0,0.697
Cep57,0,0.697
Cep63,0.9,0.546
Cep68,0,0.697
Cep70,0,0.697
Cep72,-0.7,0.392
Cep76,-1.2,0.236
Cep78,2.3,0.188
Cerk,-3.5,0.12
Cerkl,0.4,0.709
Ces1d,-3.7,0.133
Ces3a,5.3,0.0378
Ces3b,-0.7,0.216
Ces5a,0,0.697
Cetn1,0,0.824
Cetn2,-0.3,0.676
Cetn3,0.9,0.531
Cfb,4,0.152
Cfd,-7,0.304
Cfdp1,0,0.697
Cfl1,0,0.79
Cfp,-0.7,0.358
Cftr,0,0.79
Cga,0,0.79
Cggbp1,-2.1,0.309
Cgref1,0,0.697
Cgrrf1,4.6,0.101
Chaf1a,0,0.697
Chaf1b,2.4,0.275
Champ1,3,0.532
Chat,1.1,0.326
Chd1,0,0.79
Chd1l,-2,0.512
Chd9,-0.8,0.153
Chek2,0,0.79
Chfr,2.5,0.144
Chic2,0,0.697
Chit1,-0.4,0.609
Chka,0,0.79
Chkb,2.2,0.3
Chl1,4,0.0676
Chm,0,0.79
Chn1,0.3,0.578
Chp2,-1,0.266
Chpf,-0.2,0.578
Chrac1,0.9,0.421
Chrm1,3.5,0.198
