Symbol,casTLE_Effect,pvalue
C2,-5.7,0.00105
Nkx2-3,-8.2,0.00106
Olfr1281,-6.7,0.00111
Ajuba,8.6,0.00113
Ppp6r2,-3.4,0.00115
Srsf12,-5.3,0.00121
Keap1,7.9,0.00124
Dppa3,-4.7,0.00125
Cbr2,-6.6,0.00131
Nap1l2,-9,0.00131
Cd276,3.2,0.00137
Asic1,-3.3,0.00141
Vmn1r57,-7.2,0.00141
Fyb2,-4.2,0.00146
Hcst,-3.1,0.00148
Olfr1382,-6.3,0.00148
Tmsb15l,6.4,0.00151
Igkv17-134,-9.7,0.00152
Abcg4,3.1,0.00155
Atp5l,-4.5,0.00161
Olfr916,-8.6,0.00161
Gm11273,7.7,0.00162
Adamtsl1,8,0.00163
Nudt3,-6.9,0.00168
Ssxb10,-7.1,0.00168
2010109A12Rik,6,0.00172
ENSMUSG00000095415,-9,0.00172
Tm9sf1,8.6,0.00174
Gm5258,-4.8,0.00183
Ndufb2,-4.2,0.00189
Setd5,4,0.00191
Sh2b3,4.5,0.00192
Rest,6,0.00194
Cd300a,-1.5,0.00195
Dhx30,8,0.00196
Kbtbd2,-3.5,0.00199
Lgals7,-2.8,0.00199
Fam219a,-6.7,0.00202
Luzp2,8,0.00208
S100z,-7.2,0.00213
Nt5c,7.8,0.00216
Gm11596,-8.3,0.0022
Baz1a,-3.7,0.00224
Gm4736,5.4,0.00225
Morc3,-7.6,0.00227
Gm5415,-5.5,0.0023
Aqp2,-3.7,0.00237
Ctla2a,-8,0.00237
ENSMUSG00000050431,-2.8,0.00239
Olfr810,-2.3,0.00242
Gm20877,-5.7,0.00243
Olfr714,-2.8,0.00243
Prlh,-2.6,0.00243
Adgrf5,-7.9,0.00257
Hpd,7.9,0.00261
Nxpe4,7.7,0.00262
Brf1,-5.9,0.00275
Map1lc3b,4.3,0.00275
Zfp235,-7.3,0.00279
Calca,-2.3,0.00282
Serpinb3a,-3.8,0.00283
Ak9,9.6,0.00285
Mief1,9.7,0.00292
Trav12-2,-5.9,0.00294
Trav14n-3,-8.1,0.00294
4930447A16Rik,6.6,0.00296
Fmnl1,-5.2,0.00296
Tnnt1,-7,0.00303
Pdk1,8,0.00305
Trav12d-1,-4.1,0.00309
Trav12n-1,-4.1,0.00309
Syt7,-3.4,0.00315
Gm21956,5.3,0.00317
Carmil2,-9.7,0.00321
Szrd1,-7.2,0.00324
ENSMUSG00000078169,7.3,0.00328
Mzt1,-7.8,0.00332
Gm9848,-10.9,0.00337
Rbm4,-4.4,0.00337
Zfp936,-7.1,0.00337
Gja1,-4.5,0.00348
Fbxo30,-4.1,0.00349
Col4a3bp,-3.9,0.0037
Olfr641,7.3,0.00372
1700119I11Rik,-5.9,0.00374
Vps37a,-3.9,0.00374
Hgd,7.9,0.00381
Lrrc74a,7.8,0.00384
Gm21119,-4.6,0.0039
Ssxb5,-7,0.0039
Bpi,6.8,0.00399
Lce1i,7.3,0.00401
Clcn2,7.7,0.00402
D130058E05Rik,-8.4,0.00405
Gm5885,6,0.00421
9430015G10Rik,-4.1,0.00424
Zrsr2,-6.8,0.00424
Xlr,-5,0.0043
Gpr45,3.2,0.00431
Ighv2-9-1,-6.4,0.00433
Desi1,8,0.00437
ENSMUSG00000096266,-6,0.00441
Tada1,-7.1,0.00446
Gm21142,-5.4,0.00453
Borcs6,-5.4,0.00455
Clvs2,-6,0.00466
Acsm1,-4.7,0.00477
Tnfrsf13b,-2,0.00478
Trav14d-3-dv8,-6.9,0.00482
Loxl1,8,0.00484
Aldh3a1,4,0.005
Aph1c,-2.5,0.00508
1700020N15Rik,-6.6,0.00513
Gm6812,-6.6,0.00513
Usp4,-4.1,0.00513
Taf5l,-5.3,0.00514
E130114P18Rik,-7.1,0.00523
Golga1,-3.9,0.00525
Ccdc50,-7.4,0.00527
Ddx54,-7.9,0.00527
Gm4763,-9.7,0.00545
Lcn11,-7.1,0.00549
Ube2v1,-6.2,0.00557
Slc25a32,8.6,0.00559
Lrrc3b,7.7,0.0056
Gm5612,-9.2,0.00566
Nrarp,-4.8,0.00567
4921539E11Rik,-5.7,0.0057
Csrnp2,-7.1,0.00578
Rasa1,-3.5,0.00579
Ckap2l,-8.3,0.00585
Dnajc22,7.8,0.00586
Dpp6,3.9,0.00591
Smad2,-7.4,0.00592
Tead2,-3.4,0.00592
ENSMUSG00000032203,9.2,0.00598
Zic3,-3.2,0.00602
Defb23,6.8,0.00605
Kcnj9,-8.5,0.00608
Igfl3,-8.2,0.00618
Tex44,-8.2,0.00618
Dcdc2b,-6.9,0.0062
Gnat2,-8.6,0.00622
Ankrd61,-5.8,0.00624
Car12,6.8,0.00624
Nkiras1,6.6,0.00624
Fam149a,-7.8,0.00628
Otogl,-4.2,0.00631
Gm9905,7.5,0.00633
Olfr791,-4.3,0.00633
Olfr287,-9.4,0.00636
Pld1,-3.1,0.00647
Hmgcll1,-1.9,0.00648
Wac,-3.9,0.00655
Gpr139,7.9,0.0066
Gfy,6.9,0.00681
Trim5,-3.4,0.00681
Borcs5,-7.7,0.00682
Olfr536,-4.5,0.00688
2700081O15Rik,-8.2,0.0069
Zfand5,-3.9,0.00696
Gm10338,-4.8,0.00701
Gm5795,-4.8,0.00701
Trak2,6.3,0.00702
Fbxl16,-3.6,0.00711
Plod1,7.3,0.00715
Npepps,-3.3,0.00728
F830045P16Rik,-7.1,0.00729
Eri1,8.4,0.00731
Olfr1156,-4.5,0.00735
Serpinb6d,-3.6,0.00737
Ugt1a2,-9.9,0.00738
BC003965,-2.2,0.0074
Mtss1l,-6.5,0.0074
Hk1,4.1,0.00742
Cox5a,4.6,0.00745
Adgrg6,3.7,0.00746
Tmc2,-7.5,0.00746
Sema3c,-4.2,0.00756
Ptprt,9.2,0.00777
Olfr781,-7.4,0.00779
Scand1,-5.9,0.0078
Trav14-3,-8,0.00782
Vti1b,-3.5,0.00786
Zg16,-1.8,0.00796
Gucy2c,-6,0.00798
Gm20498,-9.9,0.00806
1700060C20Rik,-5.3,0.0081
Fthl17a,-8.4,0.00818
Pcdhb4,-9.9,0.00818
Psma5,-6.1,0.00819
Phyhip,-7.4,0.0082
Smpdl3a,-7,0.0082
Ccdc28a,-5.5,0.00826
Fbxo9,-3.9,0.00829
Usf2,-2.5,0.00831
Pcbd1,-3.2,0.00832
Psg26,-7.3,0.00839
11-Mar,-3.7,0.0084
Cfap97,-6.9,0.0084
Vps25,-9,0.00849
Synb,-1.1,0.00857
Ntmt1,-9.4,0.00858
Tbc1d7,-4.1,0.00858
Gm6526,5.3,0.00859
C1qtnf9,-4.3,0.0086
Atad3a,5.4,0.0087
Tprn,-10.5,0.0087
BC052040,-4.5,0.00873
Ermn,-8.7,0.00875
Aco2,-4.1,0.00878
D630003M21Rik,-3.4,0.0088
Rpl10,-8.3,0.00883
Rpl7a,-9.1,0.00889
Ube2l6,7.9,0.00889
Far1,9.1,0.00902
Gm9938,-5.4,0.00904
Trav4-4-dv10,-7.3,0.00904
Akap2,-6.8,0.00911
Fam122a,-6.9,0.00916
Etfrf1,7.9,0.00924
Upk2,-4.3,0.00927
Grk5,5.6,0.00929
Igkv17-121,-8,0.00931
Sec24a,-3.7,0.00938
Nfkbid,-7.8,0.00942
Tmem88b,-8.6,0.00942
Knop1,-4.1,0.00945
Gm28041,-8.2,0.00949
Samd14,-7,0.00953
BC030500,-4.3,0.00956
Abcd4,-3,0.0096
Gm973,-4.7,0.00974
Ccdc38,-4.1,0.00977
Npy,-6.3,0.00984
Gata3,-3.2,0.0099
Lce6a,-7,0.0099
Igdcc4,3.6,0.01
Cmas,-8.7,0.0101
Klhl18,7.5,0.0101
Spn,-9.4,0.0101
Capza1,6.2,0.0102
Gmfg,-3.8,0.0102
Gria1,-7,0.0102
Agpat3,-8.4,0.0105
Kti12,-3.5,0.0105
Smpd5,-5.3,0.0106
Gga1,-5.1,0.0107
Gm14305,-5.6,0.0107
Gm6712,6.7,0.0107
Gm9885,-4.7,0.0107
Lrfn3,-2.5,0.0109
ENSMUSG00000074056,5.9,0.0109
Psma8,-3.7,0.0111
Ahsa1,7.8,0.0112
Arid3b,-5.1,0.0112
Jph4,-6.5,0.0112
Olfr449,-4.2,0.0112
Abraxas1,-6,0.0113
Sp2,-3.8,0.0113
Cd19,-5.9,0.0114
Olfr686,-8.3,0.0114
Olfr788,-8.4,0.0114
Grtp1,8.1,0.0115
Adk,-6.2,0.0116
Amz1,-2.9,0.0117
Serpina1c,-2.2,0.0117
Dcaf12,-7.2,0.0118
Gm17174,-4.8,0.0118
Ppp3cc,7.4,0.0118
Tspear,-4.6,0.0118
ENSMUSG00000044060,-6.8,0.0118
Gm13288,-5.2,0.0119
Gm13289,-5.2,0.0119
Gm13290,-5.2,0.0119
Ifnz,-5.2,0.0119
Krtap7-1,-9.6,0.0119
Morn2,-3.2,0.0119
Rdh16,8.8,0.0119
Stx1b,6,0.0119
ENSMUSG00000094376,-5.2,0.0119
ENSMUSG00000095694,-5.2,0.0119
ENSMUSG00000095695,-5.2,0.0119
1700029H14Rik,-3.5,0.012
Gem,-5.7,0.012
Gon7,-7.3,0.012
Mindy3,-7.3,0.012
Olfr1446,5.8,0.012
Dolpp1,-7.7,0.0121
Lrp5,6.4,0.0121
Stk16,-4.5,0.0121
Cebpa,-4.1,0.0122
Smim1,-10.1,0.0122
Zfp931,-6.5,0.0122
AA386476,-2.6,0.0123
Adnp,-5.9,0.0124
Bbox1,4,0.0124
Ccdc85a,-3.9,0.0124
Gimap3,-7.5,0.0124
Olfr733,-8.6,0.0124
Rnaseh2c,-7.5,0.0124
Snrpb2,-7.5,0.0124
1700018B24Rik,5.6,0.0125
Ccdc148,-9.3,0.0125
Clhc1,-7.6,0.0125
Rnf13,-5.7,0.0125
Sertad1,4.7,0.0125
Atxn1l,-4.7,0.0127
Isoc1,-5.3,0.0127
Mtcp1,9,0.0127
Ppp2r3d,-9.3,0.0127
Abca9,6.1,0.0128
Klk9,6,0.0128
Pla2g2e,8.6,0.0129
Fgl1,-3,0.013
Wee2,-5.5,0.013
1700019A02Rik,-9.7,0.0131
Gng5,-9.1,0.0131
Nfam1,-3.6,0.0132
Vmn2r113,-7.4,0.0132
Gsta4,-3.8,0.0133
Cep112,-4.5,0.0134
Cln6,-3,0.0135
Ugt1a1,-10.1,0.0135
Ugt2b5,4.4,0.0135
Fam187b,-6.7,0.0136
Pdcd5,-4.9,0.0136
Cpne3,7.6,0.0137
Olfr1394,-5.4,0.0138
Vmn1r230,-5.7,0.0138
Wdyhv1,-8,0.0138
Elac1,-6.1,0.0139
Sprr2b,-10.7,0.0139
Dmbx1,6.9,0.014
Vmn1r55,-5.4,0.014
Angel1,-3.4,0.0142
Ccnt1,-3.1,0.0142
1700120B22Rik,-6.9,0.0143
Gtsf1,-10.3,0.0143
Olfr203,-3.5,0.0143
Phf11c,-8.2,0.0143
ENSMUSG00000072829,-5.5,0.0143
Tsacc,-2.6,0.0144
Abhd15,-6,0.0145
Cbfb,-3,0.0145
Vmn1r235,-5.1,0.0145
Muc3a,4.3,0.0146
Muc15,-1.3,0.0147
D230025D16Rik,8,0.0149
Parvg,7.9,0.0149
Rdm1,4.8,0.0149
Gm21789,-5.6,0.0152
Slc25a35,8.4,0.0152
ENSMUSG00000060559,-8.3,0.0152
4930430F08Rik,-6.8,0.0153
Sult2b1,-5.4,0.0153
Gdf9,-9,0.0154
Gm6509,-2.9,0.0154
Fancg,7.3,0.0155
Pla2g12a,6.6,0.0156
Defb15,-9.9,0.0157
Gm3002,-4.7,0.0157
Gm3252,-4.7,0.0157
Gm3629,-4.7,0.0157
Opa3,-7.9,0.0157
Vsir,3.3,0.0157
Sult1e1,-10.8,0.0158
5031425E22Rik,-9.7,0.0159
Acot6,-7.3,0.0159
Atg7,-7.3,0.0159
Gm10530,-9.9,0.0159
Grin2a,-2.4,0.0159
Gm11756,-4.9,0.0161
Gm5546,-9.3,0.0161
Mup4,-2.7,0.0161
Amigo1,1.3,0.0162
Tmem159,-1.2,0.0162
Arfgap1,8.7,0.0163
Olfr54,6.3,0.0163
ENSMUSG00000095162,-3.9,0.0163
Aaas,6.4,0.0164
Gm26657,-9.2,0.0165
Rrp36,13.2,0.0165
Trim30c,-4.9,0.0165
Washc2,-9.5,0.0165
Vamp3,3.6,0.0166
Ccnf,-8.8,0.0167
Plscr2,7.4,0.0167
3110009E18Rik,-2.6,0.0168
AY761185,-5.3,0.0168
Nucks1,3.3,0.0168
Slc25a39,-8.3,0.0168
Ttc19,8.6,0.0169
Acvr2a,3.7,0.017
Cdc42ep1,7,0.017
Ifi209,-7.3,0.0171
ENSMUSG00000070632,-2.7,0.0171
Efcab1,-8.5,0.0172
Gm10490,-3.6,0.0172
Igkv3-7,-5.4,0.0172
Ube2e3,-6.5,0.0172
Ubqlnl,-3.6,0.0173
1110059G10Rik,-8.7,0.0174
Hadhb,5.2,0.0174
Spty2d1,-6.9,0.0174
Trim15,-2.1,0.0174
Zfp35,8,0.0174
Pak6,-5.2,0.0175
ENSMUSG00000092099,-4.2,0.0175
Hist1h4b,-4.7,0.0176
Tfeb,5.1,0.0176
ENSMUSG00000093451,8.6,0.0176
4932443I19Rik,-6.4,0.0177
D730045B01Rik,6,0.0177
Cyhr1,1.3,0.0178
Dmac1,-1.2,0.0178
Rab40c,-3,0.0178
Sec14l2,3.5,0.0178
Syf2,-8.3,0.0178
ENSMUSG00000059448,3.1,0.0178
Gm13941,4.7,0.0179
Oas1h,-7.8,0.0179
Vdac3-ps1,-3,0.0179
Upf3a,-4,0.018
Sirt1,6.7,0.0181
Mup10,-2.5,0.0183
Focad,-1.4,0.0184
Arel1,8,0.0185
Tgfbr1,-5.3,0.0185
D3Ertd254e,3.8,0.0186
Cxcl11,5.5,0.0187
Kcnq3,7.2,0.0187
Rps4l-ps,-5.4,0.0187
Ss18,-10.5,0.0189
Xab2,-7.1,0.0189
Cdpf1,4.7,0.019
Prrt1,-5.2,0.019
Abr,6.1,0.0192
Gzmm,-3.2,0.0192
Lztr1,3.6,0.0193
Mpo,6.3,0.0194
Rhox4e,-6,0.0194
B4galt7,1,0.0195
Defb8,-2.3,0.0195
Dnajc5,6.1,0.0195
Grifin,5.7,0.0195
Vps26a,-8.1,0.0195
Astl,6.8,0.0196
Hspb1,-7.3,0.0196
Sar1a,-2.9,0.0196
Agxt2,3.3,0.0197
Ms4a2,-6.8,0.0197
Nbea,-3.9,0.0197
Sp100,-7,0.0197
Ighv14-1,4.1,0.0198
Laptm4b,3.4,0.0198
Agr2,-3,0.0199
Stmn2,-2.7,0.0199
Cope,-4.9,0.02
Mapkap1,-7.7,0.02
Bod1,-10.1,0.0201
Gm10684,-3,0.0203
Ltbp4,-3.7,0.0206
Zdhhc2,-2.7,0.0206
Mmp1b,-5.8,0.0207
Prrx2,-2.7,0.0207
Gm2000,-4.7,0.0208
Pfas,-6.7,0.0208
Rassf10,-8,0.0208
Gnrh1,-5.7,0.0209
Olfr809,-4.5,0.0209
Cuedc1,-3.6,0.021
Tcrg-V7,7,0.021
Gm8237,6.5,0.0211
Hoxc4,-4.7,0.0213
Jam3,3.4,0.0213
Olfr524,8.1,0.0213
Ffar4,-3.7,0.0214
Pla2g2a,-7.9,0.0214
ENSMUSG00000055657,-6.8,0.0214
Celf5,7.4,0.0215
Lpo,-7.4,0.0215
Cobl,-6.6,0.0216
Specc1,-2.5,0.0216
Tgfb2,6.1,0.0216
Trappc1,6.5,0.0216
Flvcr2,2.2,0.0217
Plekhf1,-2.5,0.0217
Robo2,-4.2,0.0217
Rrp15,7.7,0.0217
Trav4d-4,-7.2,0.0217
Trav4n-4,-7.2,0.0217
Olfr475-ps1,8,0.0218
Phex,-2.5,0.0218
Plagl2,-2.5,0.0218
Acox3,7,0.0219
Atm,-6.5,0.0219
Grik4,-4.5,0.0219
Pafah1b1,6.9,0.0219
Aoah,-2.4,0.0221
Nf1,3.9,0.0221
Socs7,-3.2,0.0221
Olfr539,-5.8,0.0222
Olfr1431,-8.8,0.0223
Stk26,-6.7,0.0223
Rtn3,7.1,0.0224
Syt9,-3.1,0.0224
Krtap4-16,-3,0.0225
Tcf20,-7.1,0.0225
Zfp595,-5.9,0.0225
Tnfaip8,-2.5,0.0226
Xrcc1,-5.1,0.0226
ENSMUSG00000094339,-8.7,0.0226
ENSMUSG00000094816,-8.7,0.0226
ENSMUSG00000094909,-8.7,0.0226
ENSMUSG00000095441,-8.7,0.0226
ENSMUSG00000095733,-8.7,0.0226
ENSMUSG00000096234,-8.7,0.0226
ENSMUSG00000096548,-8.7,0.0226
Det1,-7.3,0.0227
Clec2g,-5.9,0.0228
Capg,-7.1,0.023
Ccdc175,-3.7,0.023
Gigyf1,5,0.023
Olfr911-ps1,6.8,0.0231
Mycs,-5.5,0.0232
Pik3r5,-4.1,0.0233
Gpd1l,-4.7,0.0234
Gm10256,6.8,0.0235
Gm10352,6.8,0.0235
Gm3376,6.8,0.0235
Mrpl9,6.9,0.0235
Gm16513,-8.6,0.0236
Gm3183,-8.6,0.0236
Zfp40,-6.3,0.0236
ENSMUSG00000095882,4.2,0.0236
Gpr151,-3.7,0.0237
Olfr952,-4.3,0.0237
Map9,6.4,0.0239
Olfr199,-5.4,0.0239
Rasa3,4.9,0.0239
Tnfrsf10b,-8.9,0.0239
Ccdc159,3.3,0.024
H1fx,-5.4,0.024
Kcnk6,5.8,0.024
Mettl7a1,7.3,0.024
Olfr583,5.1,0.024
Olfr13,-3,0.0242
Vmn1r78,-2.7,0.0244
8-Mar,7.1,0.0245
Olfr1286,5.6,0.0245
A230052G05Rik,6.2,0.0246
Def6,-4.5,0.0247
Spi1,-3,0.0247
Tmem200b,1.3,0.0247
Defb13,4.8,0.0248
Dhx34,5.5,0.0248
Plek,13.1,0.0248
Mcu,7.7,0.0249
Dvl3,-3.5,0.025
Glra1,-4.4,0.025
Kif7,-2.6,0.025
Reg2,-2.9,0.025
Wdr70,7.4,0.025
ENSMUSG00000093411,-7.2,0.025
S100b,7.1,0.0251
Ccnk,-4.1,0.0252
Atrn,3.2,0.0253
Gm10229,6.2,0.0253
Rpl21,-5.3,0.0253
Gabarap,-2.8,0.0254
Gabra6,4.9,0.0254
Pdc,6.3,0.0254
Nlrp2,-7,0.0255
Ocstamp,-3.8,0.0256
Sdhaf4,-7.8,0.0256
ENSMUSG00000098598,6,0.0256
3110040N11Rik,-10.7,0.0257
C2cd2,-7.2,0.0257
Ephx4,-4.3,0.0257
Olfr506,-7.3,0.0257
Soat1,-10.5,0.0257
Zfp521,7.3,0.0257
Olfr870,-3.7,0.0258
Rnf148,-2.8,0.0258
Stambpl1,-3.4,0.0258
Tmem144,1.4,0.0259
Pacrg,5.1,0.026
Dcx,6.8,0.0261
Rpl35a,6.8,0.0261
Cyb5r1,3.7,0.0262
Zfp715,9.3,0.0262
Speer4f2,-4.5,0.0263
Tspan3,-1.3,0.0263
ENSMUSG00000063303,-3.8,0.0263
Lman2,-4.3,0.0264
Mrgprb8,4.1,0.0264
Psmc6,-4.3,0.0264
Cnppd1,-1.1,0.0267
Zfp986,6.3,0.0267
Zfp988,6.3,0.0267
Dusp28,6.4,0.0268
Sf3b2,-6,0.0268
Tgm2,5.1,0.0269
Higd2a,6.4,0.027
Card14,-9.6,0.0271
Pmis2,-9.5,0.0271
Ssxb3,-7.4,0.0271
Vgll1,-3.2,0.0272
Bhmt2,-5.6,0.0273
Oaz2,6.8,0.0273
Psmg2,-4.9,0.0273
A430089I19Rik,-8,0.0274
Gm10424,-8,0.0274
Gm3147,-8,0.0274
Gm765,-4.9,0.0274
Prdx6b,-6.9,0.0274
Defa24,-6.8,0.0275
Trim24,4.4,0.0275
Ankrd29,-4,0.0276
Cept1,-4.2,0.0276
Maats1,-7.3,0.0276
Pdgfrb,7.1,0.0276
Adat1,-7.3,0.0278
Dtx2,4.2,0.0278
Lats2,3.3,0.0278
Olfr1412,-5.1,0.0278
Lipo1,6.4,0.0279
Ccl21b,-3.6,0.028
Gm10591,-3.6,0.028
Gm13304,-3.6,0.028
Gm21541,-3.6,0.028
Retnlg,6.4,0.0281
Ucp2,-1.9,0.0281
Irf8,5.3,0.0282
Mstn,-4.2,0.0282
Zkscan3,-4.8,0.0283
Gm10668,-6.5,0.0284
Gm4567,-6.5,0.0284
Rgs8,-3.6,0.0284
Itgb4,-6.1,0.0285
Trappc8,-4.2,0.0285
Ubash3b,-4.5,0.0285
Mybpc1,8.8,0.0286
Pla2g4b,-6.8,0.0286
Znrf2,-3.2,0.0288
Atoh8,6.2,0.029
Edf1,-7.1,0.029
Gm10320,-5.5,0.029
Gm6592,-6.4,0.029
Mtfmt,4.1,0.029
Pebp1,6.8,0.029
Rpa1,6.6,0.029
Scgb1b19,-6.4,0.029
Umod,-2.3,0.029
Zfp429,7,0.029
Cachd1,-3.8,0.0291
Phox2b,3.9,0.0292
Rpusd1,7.3,0.0292
Commd3,-9.1,0.0293
Frmpd3,-2.3,0.0294
Ppp1r12b,6.3,0.0294
Cldn8,-3.4,0.0295
Dnajc19,-3.4,0.0295
Mtr,5,0.0295
Ttc36,-2.4,0.0295
Scmh1,-2.3,0.0297
ENSMUSG00000050959,-2.8,0.0297
Vmn1r196,-8.7,0.0298
Srgap1,-3.6,0.0299
Wdfy4,-4.5,0.0299
Rhox12,6.7,0.03
Csnk1g1,2.9,0.0302
Zfyve19,-4,0.0302
Igkv4-63,-5.8,0.0304
Sfpq,-8.4,0.0304
Trav9-1,-5.6,0.0304
Trav9d-1,-5.6,0.0304
Olfr1411,7.3,0.0305
Wdr59,-4.1,0.0305
Fam69a,-2.3,0.0306
Thtpa,-4.7,0.0306
Cep76,-3.8,0.0307
Olfr1331,-2.7,0.0307
Olfr5,4.8,0.0307
Sec1,-8.7,0.0307
Adamts6,-4.1,0.0308
Armcx6,-0.6,0.0308
Gale,-7.8,0.0308
Klhl24,-4.1,0.0308
Vps13d,-4.1,0.0308
Aqr,-4.6,0.0309
Gm10153,-3.9,0.0309
Gm5174,-9.1,0.0309
Mllt6,7.1,0.0309
Fbxl14,-3.4,0.031
Hpn,-5.7,0.031
Zfp57,-3.2,0.031
Adamts5,4.1,0.0311
Samt4,4.8,0.0311
Map3k13,3,0.0313
Smim8,-0.7,0.0313
Zfp523,-2.2,0.0313
Abcf3,-3.7,0.0314
Adprh,-7.3,0.0315
Dact3,-6.2,0.0315
Mdga1,-4.1,0.0315
Slfn3,-9.1,0.0315
Blvrb,6.4,0.0316
Taf1a,-5,0.0316
A630001G21Rik,5.1,0.0317
Hoxc12,5.1,0.0317
Pet2,-4,0.0317
Sypl,7.9,0.0317
Tmed4,5.4,0.0317
Msantd2,6.6,0.0318
Adamts12,-5.1,0.032
Fam210a,-4,0.032
Gm8439,-3,0.032
Me1,-3.8,0.032
ENSMUSG00000028269,-7.5,0.032
Prps1l1,-4.4,0.0321
Tdrd9,-3.3,0.0321
Pdcl2,-2.9,0.0323
C2cd6b,-5.1,0.0324
Irak1,-8.7,0.0324
Gm9844,-1.8,0.0325
ENSMUSG00000053988,-4.1,0.0325
Il20ra,3.2,0.0326
Kif17,6.9,0.0326
Supt7l,-2.8,0.0326
Tmem145,0.9,0.0326
Fbxo41,-3.7,0.0327
Nap1l1,-5.3,0.0327
Ndufa11,-8,0.0327
Cntnap5b,-6.2,0.0328
Nucb1,-7.3,0.0328
Slc29a3,10.5,0.0328
Epb42,3.4,0.0329
Serpini2,-2.7,0.0329
Telo2,-9.2,0.0329
Atf1,3.3,0.033
Gm17511,-5.9,0.033
Lgals3,-4.9,0.033
Vmn1r107,-5.5,0.033
Vmn1r155,-5.5,0.033
Vmn1r60,-3.7,0.033
Zfp873,-5.4,0.033
Hes3,8.8,0.0331
Amfr,3.8,0.0332
Bmp6,-4,0.0332
Ctsll3,7.5,0.0332
Gm20865,-8.7,0.0332
Trp53,2.9,0.0332
AV320801,-5,0.0333
Dhx40,-4.1,0.0333
Gm15023,-5,0.0333
Lmod2,7.3,0.0333
Speer4e,5,0.0333
Srrt,7.8,0.0333
Cnot10,7,0.0334
Ece2,5.8,0.0334
Gm17027,-5.3,0.0334
Gm21977,-5.3,0.0334
Gm7929,-5.3,0.0334
Gm7954,-5.3,0.0334
Gm8068,-5.3,0.0334
Gm8082,-5.3,0.0334
Ndn,-8.4,0.0334
Ubl4b,-2.2,0.0334
Ngf,2.9,0.0336
Pglyrp3,3.1,0.0336
Olfr885,-5.1,0.0337
Cdk5rap3,-3.2,0.0338
Fabp4,7.4,0.0338
Hmgn5,6.6,0.0338
Mnd1,6.4,0.0338
Osbpl8,-4,0.0338
Raet1d,-7.1,0.0338
Rasl12,4,0.0338
Tpm3,-2.5,0.0338
Rgs7,5.6,0.034
Cdk2ap2,3.1,0.0341
2410004P03Rik,-8.8,0.0342
Ak5,-7.3,0.0342
Nup210l,3.6,0.0342
Olfr1161,-5,0.0342
Rnase1,-7.4,0.0342
Cyp2c54,-8.6,0.0344
Cdc42bpb,-3.9,0.0345
Vars,-4.3,0.0345
Etf1,-4,0.0346
Spata21,-7.4,0.0346
Clec4b2,-8.5,0.0348
Cyp4a32,-7.9,0.0349
Usp33,-3.9,0.0349
Aqp1,-6.2,0.035
Gm8730,-4.9,0.035
Prl7d1,5.3,0.035
ENSMUSG00000075178,-4.9,0.035
Olfr678,6,0.0351
Colgalt2,-3.1,0.0352
Efna2,-2,0.0352
Epha7,4.4,0.0352
Dchs1,2.4,0.0353
