Symbol,casTLE_Effect,pvalue
Actl6b,-0.2,0.594
Actr2,0,0.784
Actr3,0.5,0.54
Actr3b,-0.5,0.445
Actr8,-5,0.244
Acvr1,5.7,0.0351
Acvr1b,0.7,0.647
Acvr1c,-8.3,0.308
Acvr2a,3.9,0.197
Acvr2b,-5.5,0.0178
Acvrl1,-4.1,0.42
Acy1,0.4,0.691
Acy3,2,0.186
Acyp1,-0.8,0.58
Acyp2,0,0.784
Ada,0,0.676
Adad1,0,0.676
Adad2,0.1,0.683
Adam12,2.2,0.114
Adam15,1.6,0.245
Adam17,0,0.676
Adam19,-0.5,0.453
Adam22,0,0.676
Adam25,-3.4,0.0584
Adam28,3,0.232
Adam33,-0.6,0.581
Adamts12,-0.3,0.588
Adamts20,0.2,0.609
Adamts5,5.6,0.0291
Adamtsl1,0.8,0.472
Adamtsl3,4.8,0.072
Adamtsl5,1.6,0.357
Adap1,0,0.707
Adar,-4.5,0.309
Adarb1,-0.4,0.617
Adck1,0,0.784
Adck2,-9.7,0.254
Adck5,-7.7,0.19
Adcy1,-0.1,0.67
Adcy10,-0.3,0.526
Adcy2,1.3,0.461
Adcy3,1.2,0.308
Adcy4,0.2,0.633
Adcy5,-0.5,0.45
Adcy6,-0.1,0.647
Adcy7,0,0.676
Adcy8,-0.9,0.243
Adcy9,2.4,0.123
Adcyap1,2.1,0.261
Add1,-0.3,0.571
Adgra1,0,0.707
Adgrb1,0,0.676
Adgrb3,2.1,0.276
Adgre5,0,0.707
Adgrg4,0,0.676
Adgrl3,-1.2,0.549
Adh1,-6.9,0.137
Adh4,-3.7,0.239
Adh5,0,0.784
Adh7,2.2,0.198
Adhfe1,0,0.676
Adk,-0.9,0.512
Adm,0,0.676
Adm2,-0.2,0.639
Adnp,-3.1,0.268
Adnp2,-1.7,0.424
Adora1,-0.3,0.667
Adora2a,-4.6,0.148
Adora2b,-7.4,0.227
Adora3,0.7,0.541
Adprhl1,2.4,0.0822
Adra1a,4.2,0.128
Adra1b,-0.5,0.624
Adra1d,0,0.784
Adra2a,3.7,0.187
Adra2b,0,0.784
Adra2c,-7,0.374
Adrb1,-9.4,0.456
Adrb2,0.1,0.78
Adrb3,-9.4,0.0287
Adss,0,0.676
Adssl1,5,0.334
Aebp2,0,0.707
Aes,0,0.707
Afap1l2,-0.9,0.198
Afdn,0.2,0.667
Aff3,-0.6,0.574
Aff4,3.8,0.139
Afg3l2,-2.8,0.69
Afmid,0,0.676
Afp,0,0.676
Agap2,3.1,0.125
Agfg2,0.8,0.396
Aggf1,-1.3,0.309
Ago1,0.1,0.641
Ago2,-8.4,0.259
Ago3,-1.3,0.308
Ago4,-2.6,0.147
Agpat2,-0.3,0.582
Agpat3,-11.1,0.0355
Agr2,-0.9,0.239
Agrn,0,0.707
Agt,-0.1,0.659
Agtr1a,4.5,0.00463
Agtr2,0,0.784
Agxt,-2.3,0.278
Agxt2,0,0.784
Ahctf1,0,0.707
Ahcyl2,1.8,0.278
Ahdc1,-0.2,0.677
Ahnak,-0.6,0.433
Ahr,0,0.676
Ahrr,-3.3,0.123
AI314180,3.2,0.198
Aicda,-0.7,0.33
Aif1,1.5,0.249
Aifm2,1.4,0.288
Aimp1,-2.8,0.385
Aire,-1.2,0.403
Ajuba,1.7,0.221
Ak1,-2.6,0.211
Ak2,-11,0.283
Ak3,-3.3,0.233
Ak4,1,0.617
Ak5,-7.8,0.294
Ak7,0,0.784
Ak8,2.5,0.476
Akap1,-3.2,0.238
Akap10,-4.9,0.141
Akap11,-8.2,0.524
Akap12,-3.4,0.187
Akap13,0.6,0.599
Akap14,0.1,0.761
Akap2,1.5,0.27
Akap3,3.7,0.0975
Akap4,-1,0.383
Akap5,0.7,0.721
Akap6,3.1,0.262
Akap7,4.9,0.107
Akap8,0,0.784
Akap8l,1.6,0.423
Akna,-0.1,0.699
Akp3,0,0.784
Akr1a1,0.1,0.777
Akr1b3,-0.2,0.729
Akr1b8,-7.4,0.18
Akr1c18,2.4,0.272
Akr1c21,0,0.676
Akr1c6,0,0.676
Akr1d1,1.1,0.37
Akt1,-2.7,0.421
Akt2,-0.1,0.759
Akt3,5.7,0.0845
Aktip,0,0.707
Alad,-5.2,0.212
Alas1,-0.4,0.664
Alas2,2.8,0.271
Alcam,1.6,0.189
Aldh18a1,0,0.784
Aldh1a1,1.6,0.244
Aldh1a2,0,0.784
Aldh1a3,0,0.676
Aldh1a7,0,0.707
Aldh1b1,-1.5,0.528
Aldh1l1,0,0.784
Aldh2,-3.6,0.259
Aldh3a1,0.6,0.677
Aldh3a2,-6.4,0.407
Aldh3b1,-9.9,0.12
Aldh4a1,0,0.784
Aldh5a1,-1,0.566
Aldh6a1,0.8,0.592
Aldh7a1,-0.8,0.28
Aldh9a1,-0.8,0.621
Aldoa,-4.6,0.286
Aldob,-3.4,0.054
Aldoc,0.7,0.411
Alg12,2,0.33
Alk,-8.9,0.399
Alkbh2,-8.9,0.0192
Alkbh3,-0.1,0.65
Alkbh8,0,0.707
Allc,0,0.784
Alms1,-0.5,0.437
Alox12,0,0.676
Alox15,-0.2,0.638
Alox5,-0.7,0.589
Alox8,-0.6,0.552
Aloxe3,0,0.676
Alpi,-0.3,0.574
Alpk1,0,0.784
Alpk2,0,0.784
Alpk3,0,0.784
Alpl,0,0.784
Alppl2,0,0.784
Als2,-1.1,0.494
Alx1,-1.3,0.536
Alx3,-0.1,0.685
Alx4,-2.4,0.489
Alyref,-1.4,0.458
Ambp,0,0.676
Amd1,-0.4,0.633
Amd2,0,0.676
Amer1,-1.4,0.453
Amer2,0,0.676
Amfr,4,0.0638
Amh,-2.7,0.367
Amhr2,0,0.784
Amn,2.9,0.153
Ampd1,0,0.676
Ampd2,-0.3,0.588
Ampd3,2.8,0.19
Amt,0,0.784
Amy1,-9.2,0.389
Anapc1,0,0.676
Anapc11,-0.8,0.418
Anapc13,-0.4,0.495
Anapc2,-1.4,0.387
Anapc4,3.9,0.119
Anapc7,2.9,0.226
Ang,-0.3,0.517
Angel1,0.6,0.54
Angpt1,0,0.676
Angpt2,-0.8,0.284
Angptl1,0.2,0.646
Angptl2,0,0.707
Ankar,-2,0.315
Ankef1,0.3,0.411
Ankhd1,-2,0.438
Ankk1,-1.4,0.415
Ankra2,-1.4,0.539
Ankrd1,-0.4,0.489
Ankrd10,-0.7,0.648
Ankrd16,0.3,0.555
Ankrd17,-2.1,0.518
Ankrd22,-1.1,0.372
Ankrd33,0,0.707
Ankrd33b,-3.5,0.48
Ankrd34b,0.2,0.518
Ankrd35,-4,0.113
Ankrd42,0.2,0.612
Ankrd44,0,0.707
Ankrd45,-4.7,0.104
Ankrd46,0,0.707
Ankrd49,-1.9,0.522
Ankrd54,-1.9,0.423
Ankrd55,0,0.707
Ankrd6,-1.3,0.599
Ankrd7,-0.1,0.647
Anks1b,-1.4,0.655
Anks3,0,0.707
Ankzf1,-5,0.14
Anln,0,0.676
Ano3,-3.3,0.0493
Anpep,0,0.676
Anxa1,-0.2,0.669
Anxa10,-2.2,0.261
Anxa2,-8.8,0.58
Anxa3,-9.7,0.378
Anxa4,0,0.676
Anxa5,-8,0.235
Aoc2,0,0.676
Aoc3,0,0.676
Ap5z1,0,0.707
Apaf1,-0.1,0.676
Apbb1,0,0.676
Apbb1ip,4.3,0.142
Apbb2,3.5,0.147
Apc,-0.1,0.655
Apc2,3.8,0.078
Apex1,-0.5,0.597
Apex2,0,0.676
Api5,2.4,0.285
Aplf,-2.5,0.364
Aplnr,2.8,0.121
Aplp2,-0.6,0.539
Apobec2,-3.7,0.132
Apobec3,-0.1,0.659
Apobec4,0,0.676
Apod,0.6,0.556
Apoe,0,0.784
Apoh,2.3,0.209
Apon,-3.2,0.379
App,-0.6,0.407
Appl1,-4.6,0.29
Appl2,0.4,0.537
Aprt,-6,0.145
Aptx,1.4,0.26
Aqp1,-0.5,0.507
Ar,2,0.257
Araf,-6.8,0.0667
Arap1,-7.2,0.00713
Arf1,-7.2,0.0816
Arf4,-1.5,0.508
Arg1,1.4,0.393
Arg2,0,0.676
Arglu1,-1.4,0.309
Arhgap11a,-1,0.261
Arhgap20,0.9,0.36
Arhgap22,-6,0.157
Arhgap25,2.1,0.358
Arhgap29,-0.1,0.64
Arhgef10l,0.3,0.479
Arhgef12,1.2,0.379
Arhgef2,-0.4,0.469
Arhgef25,0,0.676
Arhgef40,-1.7,0.11
Arhgef6,0,0.676
Arhgef7,0.8,0.592
Arid1a,-0.3,0.534
Arid1b,0.4,0.54
Arid2,0,0.707
Arid3a,0,0.707
Arid3b,0,0.707
Arid3c,0,0.707
Arid5a,0,0.707
Arid5b,0,0.707
Arih2,0,0.676
Arl2bp,0,0.676
Arl3,-0.1,0.769
Arl5a,1.6,0.299
Arl5b,1.7,0.253
Arl6ip4,0.2,0.559
Arl9,0,0.676
Armc6,-0.5,0.447
Arnt,3.1,0.206
Arnt2,0,0.676
Arntl,0,0.707
Arntl2,-2.4,0.278
Arpc1a,2.1,0.105
Arpc1b,3.5,0.243
Arpc3,-5.1,0.107
Arpc5,-0.4,0.601
Arrdc4,2.5,0.137
Arsa,0,0.784
Arsj,0.9,0.484
Art1,-7.7,0.306
Arx,-8.1,0.0451
Asap1,0,0.707
Asap3,0,0.707
Ascc1,-2.1,0.371
Ascc3,0,0.676
Ascl1,0,0.707
Ascl2,-1.9,0.673
Ascl3,-4.4,0.0497
Ascl4,0,0.707
Ascl5,0,0.707
Asf1a,-4.5,0.326
Asf1b,-3.8,0.1
Asgr2,-0.4,0.599
Ash1l,0.1,0.668
Ash2l,-0.9,0.29
Asl,4.9,0.0343
Asns,-0.2,0.612
Aspa,-10.3,0.156
Asph,0.8,0.417
Aspm,3.6,0.167
Aspscr1,0,0.676
Asrgl1,0.9,0.631
Ass1,-2.4,0.18
Astn1,-1.1,0.274
Asxl1,-4.2,0.398
Atf1,3,0.0822
Atf2,3,0.21
Atf3,0,0.676
Atf5,0,0.676
Atf7ip2,0,0.707
Atg10,0,0.676
Atg12,-4.2,0.495
Atg14,-8.9,0.0274
Atg3,0,0.676
Atg4a,-0.4,0.558
Atg5,2.2,0.28
Atl1,0,0.707
Atm,-6.4,0.143
Atmin,-9.5,0.0268
Atn1,-1,0.431
Atoh1,-9.9,0.256
Atoh7,0,0.676
Atoh8,-8.1,0.0541
Atox1,0,0.784
Atp11a,0,0.676
Atp13a1,0,0.676
Atp2a1,-8.1,0.141
Atp2c1,-0.3,0.704
Atp4a,-3.7,0.39
Atp5a1,-11.1,0.13
Atp5b,2.4,0.32
Atp5c1,0,0.784
Atp5j2,0,0.676
Atp5o,-10,0.286
Atp6v0a1,3.1,0.123
Atp6v0a2,-0.2,0.613
Atp6v0a4,0,0.676
Atp6v1b2,0,0.784
Atp6v1d,-3.6,0.481
Atp6v1g2,0,0.676
Atp6v1g3,-0.5,0.437
Atp8a1,-7.4,0.118
Atp8a2,-0.4,0.523
Atraid,0.1,0.672
Atrnl1,0.7,0.5
Atrx,0,0.676
Atxn10,2.1,0.353
Atxn3,0,0.676
Aurkaip1,0,0.784
Aven,1.9,0.137
Avpi1,0,0.676
Avpr1a,0,0.784
Avpr1b,-2.5,0.37
Avpr2,0,0.784
AW549877,0,0.707
Axin2,0.5,0.482
Axl,0,0.707
Azgp1,0,0.784
B2m,-1.3,0.584
B3galnt1,-0.1,0.699
B3galt1,0.1,0.649
B3galt2,-1.7,0.625
B3galt4,0,0.676
B3gat1,0,0.676
B3gat3,-4.7,0.0285
B3gnt3,2.4,0.229
B3gnt6,0,0.676
B3gnt7,-4.4,0.284
B4galt1,-8.3,0.0633
B4galt2,-1.1,0.611
B4galt3,-0.5,0.545
B4galt4,-10.7,0.474
B4galt5,2.1,0.305
B4galt6,-2.6,0.329
Baat,0.5,0.562
Babam2,-0.6,0.56
Bace1,-2.5,0.0751
Bach1,-1.4,0.381
Bach2,-8.6,0.00562
Bad,-0.5,0.335
Bag1,0.6,0.568
Baiap2l1,2.4,0.243
Bak1,1,0.411
Banf2,-4.9,0.161
Banp,-1,0.655
Bard1,3.2,0.175
Barhl1,0,0.707
Barhl2,-2,0.164
Barx1,-2.1,0.248
Basp1,-3.7,0.119
Batf,0.4,0.361
Batf2,-1.2,0.502
Bax,-0.9,0.376
Baz2a,-11.2,0.167
Baz2b,-0.4,0.584
Bbc3,-0.5,0.403
Bbof1,-0.8,0.329
Bbox1,3.3,0.47
Bbs4,-1,0.536
Bbx,0,0.707
BC030499,-4.8,0.233
BC037034,0.5,0.54
BC052040,-9.3,0.00153
Bcar1,0,0.676
Bcas1,0,0.676
Bcas3,-0.4,0.518
Bcat1,0,0.676
Bcat2,-9.3,0.0716
Bche,0,0.784
Bckdk,0.1,0.779
Bcl10,-1.5,0.497
Bcl11a,2.2,0.33
Bcl2,0,0.676
Bcl2a1b,2.7,0.242
Bcl2l1,-1.8,0.4
Bcl2l10,0.3,0.568
Bcl2l11,0.2,0.639
Bcl2l12,3,0.201
Bcl2l13,3.1,0.194
Bcl2l14,1.8,0.171
Bcl2l2,2.5,0.178
Bcl3,-0.4,0.585
Bcl6,0,0.676
Bcl6b,-13.4,0.0109
Bcl7a,0,0.676
Bcl7b,4.3,0.0792
Bcl9,0,0.676
Bcl9l,-9.7,0.0889
Bclaf1,0,0.676
Bcor,0.5,0.354
Bcorl1,0,0.707
Bcr,-9.5,0.172
Bdh1,0,0.784
Bdkrb2,-3.1,0.235
Bdnf,-3.8,0.349
Bdp1,-0.4,0.596
Begain,0.5,0.671
Bex2,2.3,0.16
Bglap,1.2,0.42
Bglap2,1.4,0.533
Bglap3,1.5,0.4
Bhlha9,-3.7,0.257
Bhlhe22,0.1,0.616
Bhlhe23,0,0.707
Bhmt,-1.9,0.411
Bhmt2,-6.8,0.273
Bicc1,-1.8,0.132
Bicd1,-0.3,0.562
Bicra,-0.5,0.574
Bid,0,0.676
Bik,-0.2,0.597
Bin3,1.2,0.333
Birc3,-1.6,0.168
Birc5,0,0.676
Birc6,-1.2,0.257
Bivm,0,0.676
Blk,0.9,0.676
Blm,1.6,0.392
Blnk,-5,0.244
Bloc1s2,0.1,0.667
Bloc1s3,-7.5,0.0107
Blvra,4,0.0289
Blvrb,0.1,0.747
Bmf,0.4,0.6
Bmp2,1.6,0.213
Bmp2k,0,0.784
Bmp4,0,0.676
Bmp7,0.7,0.467
Bmpr1a,-2.1,0.392
Bmpr1b,0,0.784
Bmpr2,-3.4,0.373
Bmx,3.1,0.319
Bnc1,-4.8,0.121
Bnc2,0,0.707
Bnip2,-0.5,0.367
Bnip3,-1.3,0.367
Bnip3l,-4.8,0.0442
Bod1,-14,0.0281
Bod1l,-0.2,0.595
Bok,0,0.676
Boll,-0.2,0.671
Bop1,0,0.707
Bora,-3.4,0.455
Borcs8,0,0.707
Bpgm,0,0.676
Bphl,0,0.784
Bpi,7.1,0.00155
Bpnt1,-0.3,0.497
Bptf,-3.7,0.229
Braf,-9.9,0.178
Brat1,-0.1,0.669
Brca1,2.4,0.29
Brcc3,-0.3,0.556
Brd1,0,0.676
Brd2,-1.4,0.365
Brd3,-3.7,0.282
Brd7,0.4,0.592
Brd9,-14.1,0.0205
Brdt,0,0.784
Brf1,-5.7,0.134
Brf2,0,0.707
Brip1,-0.9,0.229
Brms1,-0.2,0.642
Brms1l,-3.8,0.306
Brsk1,-9.6,0.246
Brsk2,-6.6,0.145
Brwd1,-0.6,0.48
Bsg,-0.2,0.582
Bst1,0.2,0.735
Bsx,-1.1,0.646
Btbd11,0,0.707
Btd,-0.5,0.434
Btf3l4,0.3,0.439
Btg1,1.3,0.519
Btg2,0.1,0.661
Btg3,1.5,0.475
Btg4,-0.5,0.6
Btk,-4.5,0.243
Bub1,-1.9,0.546
Bub3,-0.2,0.651
Bves,0,0.676
Bysl,-0.2,0.613
Bzw2,-8.7,0.123
C1qa,-0.6,0.597
C1qb,0,0.784
C1qc,-1.5,0.328
C1ql1,0,0.676
C1qtnf9,-6.3,0.011
C1ra,0,0.784
C1rb,0,0.784
C2cd4b,0,0.676
C3,-1.2,0.518
C4b,-0.2,0.745
C7,0,0.676
C8g,6.3,0.0023
Cab39,-0.8,0.555
Cables1,0,0.676
Cables2,-7.4,0.0354
Cacna1a,4.1,0.139
Cacna1b,2,0.216
Cacna1c,-5.3,0.114
Cacna1d,1.9,0.138
Cacna1f,0.4,0.558
Cacna1g,1.3,0.316
Cacna1h,-0.2,0.593
Cacna1i,-8.5,0.662
Cacna1s,0,0.784
Cacna2d1,1.6,0.387
Cacna2d2,0,0.784
Cacna2d3,0.9,0.4
Cacnb1,0,0.784
Cacnb2,-0.4,0.663
Cacnb3,0.5,0.631
Cacnb4,2,0.385
Cacng1,0,0.784
Cactin,0,0.707
Cacul1,-4.1,0.216
Cacybp,0,0.676
Cadm1,0,0.676
Cadm4,-1.8,0.302
Calcr,0,0.676
Calr,-9.2,0.575
Caly,0.4,0.689
Camk1,0.3,0.679
Camk1d,5.7,0.0807
Camk1g,-3.2,0.29
Camk2a,-3.3,0.207
Camk2b,-0.2,0.757
Camk2d,-9.3,0.61
Camk2g,2.9,0.134
Camk2n1,0.8,0.488
Camk2n2,1.5,0.332
Camk4,-4.4,0.0518
Camkk1,-9.6,0.242
Camkk2,-1.5,0.358
Camkv,0,0.784
Caml,-0.5,0.723
Camp,2,0.226
Camta2,-2.9,0.108
Cant1,-0.6,0.49
Canx,-2,0.446
Capn1,6.8,0.0298
Capn10,0.3,0.632
Capns1,0,0.784
Capns2,0.9,0.355
Car1,0.9,0.482
Car10,0.8,0.415
Car11,-2.3,0.538
Car12,0,0.784
Car13,0,0.784
Car14,-0.9,0.337
Car2,1.1,0.51
Car3,-0.2,0.764
Car4,-2.8,0.0708
Car5a,0.2,0.751
Car5b,0,0.784
Car6,2,0.115
Car7,-0.5,0.667
Car8,-0.4,0.639
Car9,-0.8,0.627
Card10,0,0.676
Card11,-0.4,0.54
Card14,-0.3,0.531
Card6,0.7,0.44
Card9,1.7,0.234
Carhsp1,-1.1,0.675
Carm1,-2.7,0.617
Carmil1,-0.1,0.656
Carmil2,-13.5,0.033
Cars,-1.3,0.3
Cartpt,0,0.784
Cask,1.1,0.415
Caskin1,-3.6,0.341
Casp1,1.5,0.228
Casp3,4.7,0.129
Casp4,-0.9,0.343
Casp7,2.8,0.526
Casp8ap2,-3.4,0.264
Casr,5.6,0.0483
Cast,2.6,0.209
Casz1,-3,0.24
Cat,0.1,0.779
Cav1,0.7,0.479
Cavin3,-0.1,0.756
Cavin4,-0.7,0.463
Cbfa2t2,-2.6,0.215
Cbfb,-1.1,0.241
Cbl,0,0.676
Cbr1,0,0.784
Cbx4,0,0.676
Cc2d1a,0,0.707
Ccar1,4.1,0.146
Ccar2,0,0.676
Ccdc103,-0.9,0.23
Ccdc155,-1.4,0.534
Ccdc32,-0.5,0.514
Ccdc59,0,0.707
Ccdc6,0,0.676
Ccdc81,-0.2,0.625
Cck,-0.3,0.547
Cckar,1,0.491
Cckbr,0,0.676
Ccl21a,-9.4,0.0177
Ccl21b,-5.3,0.019
Ccna1,0,0.676
Ccna2,0,0.676
Ccnb1,0.5,0.578
Ccnb1ip1,0,0.676
Ccnb2,0,0.676
Ccnb3,1.8,0.143
Ccnc,-3.8,0.433
Ccnd1,0,0.676
Ccnd2,-0.3,0.578
Ccnd3,0,0.676
Ccne1,3,0.195
Ccne2,-2.5,0.0788
Ccnf,-4.3,0.47
Ccng1,0,0.676
Ccng2,-0.6,0.41
Ccnh,0.3,0.599
Ccni,1.4,0.408
Ccnj,0,0.676
Ccnk,-4.7,0.353
Ccnl1,0.3,0.608
Ccnl2,0.3,0.476
Ccno,0,0.676
Ccnt1,-6.1,0.000324
Ccnt2,0,0.676
Ccny,0,0.676
Ccp110,-0.4,0.423
Ccpg1,0,0.676
Ccr1,1.1,0.431
Ccr5,-0.5,0.652
Cct3,-2.9,0.439
Cd109,0.9,0.501
Cd160,-0.6,0.41
Cd180,-2.7,0.0571
Cd19,-2.7,0.0611
Cd1d1,1.8,0.305
Cd2,0,0.676
Cd209e,1.6,0.294
Cd247,-7.8,0.159
Cd27,0,0.676
Cd28,0.6,0.483
Cd2ap,2.1,0.351
Cd36,1.9,0.386
Cd38,0,0.676
Cd3d,0.7,0.558
Cd3e,-0.3,0.705
Cd3g,0,0.784
Cd4,3.8,0.151
Cd40,-0.7,0.24
Cd40lg,0,0.676
Cd44,0.4,0.62
Cd46,0,0.784
Cd5,0,0.676
Cd52,0,0.676
Cd55,-8,0.237
Cd55b,0,0.784
Cd5l,-0.2,0.62
Cd70,0,0.676
Cd79a,-0.9,0.246
Cd80,-10.1,0.358
Cd86,-0.9,0.603
Cd9,0.7,0.405
Cda,-1.8,0.49
Cdan1,0,0.676
Cdc14a,0,0.784
Cdc14b,-3,0.621
Cdc20,-0.9,0.526
Cdc25a,-10.3,0.0228
Cdc25b,-3,0.186
Cdc25c,3.6,0.0098
Cdc26,0,0.676
Cdc34,0,0.676
Cdc37l1,0,0.676
Cdc40,0,0.707
Cdc42bpa,0,0.784
Cdc42bpb,0.5,0.657
Cdc42bpg,-2.8,0.227
Cdc42se2,0.5,0.664
Cdc45,0.5,0.565
Cdc5l,-7.8,0.0326
Cdc6,0,0.676
Cdc73,-0.7,0.557
Cdca2,0.3,0.532
Cdca3,0.9,0.437
Cdca5,0,0.676
Cdca7,-4.1,0.0392
Cdca7l,-1.6,0.325
Cdh1,-0.7,0.432
Cdh11,0.3,0.601
Cdh13,-1.3,0.629
Cdh16,-11.6,0.000201
Cdh2,1.8,0.42
Cdh20,-0.1,0.656
Cdh23,-5.6,0.0258
Cdh4,0,0.676
Cdh5,-0.9,0.653
Cdip1,0.2,0.592
Cdipt,-4.6,0.288
Cdk1,0,0.784
Cdk10,-7,0.175
Cdk11b,0,0.784
Cdk12,-10.5,0.0523
Cdk13,-1.9,0.354
Cdk14,-3.9,0.197
Cdk15,0,0.784
Cdk16,1.1,0.456
Cdk18,1.7,0.376
Cdk19,-4,0.184
Cdk2,-1.4,0.371
Cdk20,-0.5,0.656
Cdk2ap1,0,0.676
Cdk4,0,0.784
Cdk5,-11.1,0.0209
Cdk5r1,-8.9,0.265
Cdk5r2,0.9,0.573
Cdk5rap2,-1.1,0.396
Cdk6,-3.2,0.4
Cdk7,-8.8,0.0825
Cdk8,0,0.784
Cdkl1,-1.7,0.294
Cdkl2,-5.6,0.226
Cdkl3,-5.6,0.64
Cdkl4,1.4,0.434
Cdkl5,-4.1,0.412
Cdkn1a,0,0.784
Cdkn1b,0,0.784
Cdkn2a,1.2,0.437
Cdkn2aip,0.1,0.685
Cdkn2b,-0.2,0.72
Cdkn2c,-6.6,0.0965
Cdkn2d,-1.4,0.275
Cdkn3,-7.9,0.416
Cdo1,-5.6,0.0265
Cdpf1,4.8,0.0317
Cdr2,0,0.676
Cdt1,0.4,0.648
Cdx1,-1.1,0.494
Cdx2,1.7,0.209
Cdx4,0,0.707
Ceacam1,-1.2,0.41
Ceacam10,0,0.707
Ceacam16,-4.3,0.377
Ceacam2,-0.7,0.447
Ceacam9,-5.4,0.161
Cebpa,0,0.676
Cebpb,4.4,0.118
Cebpe,0,0.707
Cebpg,-1.4,0.347
Cebpz,-4.1,0.242
Cecr6,0.2,0.502
Cel,0,0.784
Cela1,0.4,0.721
Cela2a,0.7,0.524
Celf2,-1.3,0.256
Celf3,-0.3,0.545
Celf4,-2.1,0.146
Celf5,-3.1,0.118
Cenpe,-2.2,0.391
Cenpf,-3.2,0.0611
Cenph,-2,0.307
Cenpj,-3.8,0.504
Cenpk,-4.6,0.245
Cenpl,0,0.676
Cenpm,-1.9,0.39
Cenpq,0,0.676
Cenpt,0,0.707
Cenpv,1.2,0.238
Cenpw,-1.2,0.36
Cep104,0,0.707
Cep128,0,0.676
Cep135,3.5,0.08
Cep152,-1.6,0.487
Cep192,0,0.676
Cep250,0,0.676
Cep290,5.6,0.101
Cep350,3.3,0.102
Cep41,-0.2,0.601
Cep55,0.1,0.668
Cep57,-0.5,0.517
Cep63,-0.5,0.678
Cep68,0,0.676
Cep70,1.1,0.346
Cep72,-0.8,0.581
Cep78,-1.7,0.137
Cerk,-1.4,0.387
Cerkl,-0.9,0.484
Ces1d,-1.8,0.239
Ces3a,2.7,0.174
Ces3b,0,0.676
Ces5a,0.3,0.589
Cetn1,-8.1,0.0524
Cetn2,0,0.707
Cetn3,2,0.192
Cfb,-0.2,0.71
Cfd,-0.5,0.531
Cfdp1,0,0.676
Cfl1,0.1,0.772
Cfp,-2.8,0.483
Cftr,0.7,0.634
Cga,0.8,0.707
Cggbp1,-0.9,0.443
Cgref1,0.5,0.531
Cgrrf1,0,0.676
Chaf1a,0,0.676
Chaf1b,1,0.389
Champ1,0,0.707
Chat,0.9,0.492
