Symbol,casTLE_Effect,pvalue
GRM8,-4.9,0.0162
EPHA4,-5.6,0.0162
DYRK3,-9.3,0.0163
CASP3,4.6,0.0163
NAGPA,-7,0.0163
SLC19A2,-7.4,0.0164
TTBK2,-9.2,0.0167
GRIA2,-6.3,0.0168
ACSS2,3.7,0.0169
HINT1,-4.3,0.0169
TGM2,5.2,0.017
LGALS1,4.5,0.0172
SCAP,6.7,0.0172
CRP,-8.4,0.0173
HBB-BT,-9.7,0.0174
SLC16A5,-7.2,0.0176
HSD17B6,-7.6,0.0178
PRKAB2,-8.4,0.0182
CCBL1,-7.9,0.0182
ARPC1A,4.9,0.0182
COL7A1,4,0.0182
ABCA13,3.9,0.0185
CDH5,-5.6,0.0185
CEP350,7.6,0.0187
FFAR1,-3.1,0.0187
ERCC5,5.1,0.0189
GPRC5A,-4.7,0.0189
IL2,3.8,0.0189
ZFP516,3.5,0.0191
LCT,-9.4,0.0191
SGPP1,6.4,0.0192
INPP5D,-7,0.0192
ZFP418,4.4,0.0196
TRPM2,-7.4,0.0196
A230050P20RIK,4.7,0.0196
PABPN1L,5,0.0196
GNG10,2.8,0.0198
ADRB1,-6.6,0.0198
KDM6A,3.9,0.0199
FAM3C,-8.5,0.0199
H2-M3,3.9,0.0201
CHL1,6.1,0.0201
CTSH,-4.1,0.0201
FUT8,7.6,0.0201
PANK4,-7.5,0.0203
TRIAP1,3.7,0.0203
USP39,-8.4,0.0203
PUSL1,4.7,0.0203
HS3ST1,-8.4,0.0205
SLC25A13,-6,0.0205
MMP8,-5.7,0.0205
REG1,-7.7,0.0207
PCYT1A,-7.8,0.0207
CCNT1,-4,0.021
PPP3CB,-7.8,0.021
NEURL4,7.5,0.021
USP9X,4.7,0.021
DCAF11,-8.9,0.0214
2300002M23RIK,4.7,0.0214
GNG3,4.9,0.0216
CD52,5.2,0.0218
FER,-6.3,0.0218
ADORA2B,-7.6,0.0218
CEP135,4.1,0.0218
JAK3,-8.1,0.0218
JUN,5.8,0.0218
CYP2C66,-7.5,0.022
BCHE,5.7,0.022
ZC3H12B,4,0.0222
HDAC2,4.9,0.0222
RPRM,4.5,0.0224
ZBTB12,2.9,0.0224
DCTD,-5.9,0.0228
SCN4B,-8.4,0.023
PRKAR2B,-7.5,0.023
PTPN13,3,0.023
KIF13A,-3.6,0.0232
HIST1H4H,3.7,0.0232
PIM2,-7,0.0232
GPD1,-7.8,0.0232
GUCA1A,-6,0.0235
GABARAPL2,5.3,0.0235
ENDOG,5.5,0.0235
RFWD2,-3.9,0.0235
MYO3A,-4.7,0.0237
UBL4,-5.8,0.024
NCOA3,6.8,0.024
ADH1,-6.7,0.024
RAB38,7.2,0.024
PLCD1,7.4,0.0243
SBF2,-4.1,0.0245
FOXJ1,4.1,0.0245
HTR2C,-3.5,0.0247
CTNND1,4.1,0.0247
CSNK2A1,3.1,0.0249
NDUFB3,-11.4,0.0252
PTPRS,-6.6,0.0252
BGLAP2,-6.5,0.0255
COL18A1,7.6,0.0255
CACNA1I,-5,0.0257
LASP1,4.7,0.0257
CASP7,-4.2,0.026
TXK,3.2,0.026
WDR70,7.5,0.026
MAN1B1,-6.6,0.0262
SGK2,-10,0.0262
PDE7A,-4,0.0267
STK32B,-8.8,0.0267
TAF13,-2.5,0.027
ALDH1L1,-6.6,0.0273
GRIA1,-2.9,0.0273
GDI1,-3.9,0.0273
PARK2,3.3,0.0278
SBK1,-7.6,0.028
PHKG1,-10.1,0.028
CDK12,-8.1,0.028
ACAT1,-5.3,0.0286
PTPN4,-5.7,0.0286
SIGMAR1,-8.1,0.0289
SCN3B,3.8,0.0289
PPM1A,-7.8,0.0289
MMACHC,-6.1,0.0292
NTSR1,3.5,0.0292
TTLL5,7.6,0.0294
AGAP2,4.7,0.0294
UBC,6.6,0.0297
SLC1A4,-2.7,0.03
IGF2R,6.1,0.03
UNC5C,4.6,0.03
LMTK2,-7.6,0.0303
CDK5,-6.3,0.0305
PANX1,-6.7,0.0305
CUBN,-4.4,0.0308
LIAS,-5.9,0.0308
BPI,-7.1,0.0308
RCN2,-2.8,0.0308
BCAT2,-5.7,0.0308
DIP2B,3.3,0.0311
GFI1,7.5,0.0311
TRP53,3.4,0.0311
PKM,-12.8,0.0314
SALL1,3.9,0.0314
FOLR2,-8.5,0.0314
NLRP1B,5.5,0.0317
TRABD,3.5,0.032
TPD52L2,5.4,0.0323
RBP1,-6.4,0.0323
GM2A,-7.3,0.0326
ALPL,-6.1,0.0326
KCNMB1,-7.4,0.0329
KLK1B24,7,0.0332
P2RY2,-8.8,0.0336
FLT4,-6.6,0.0336
DLGAP5,5.7,0.0338
TNK2,4.2,0.0338
GABRD,-5.8,0.0338
HIPK1,-8.5,0.0338
PDHA1,-3.7,0.0341
EGLN3,-5.9,0.0341
GSTO1,-4.6,0.0344
KCNK3,-2.3,0.0344
EP400,6.4,0.0344
PDE6H,-6.6,0.0348
BCR,-7,0.0351
CGRRF1,6.7,0.0351
MYH14,-6.5,0.0354
CDK19,-6.1,0.0354
PLS3,3.9,0.0354
KRT18,6.8,0.0357
EIF4EBP2,4.1,0.036
PRKAR1B,-8.2,0.036
WDSUB1,-2.6,0.0363
ARPC1B,-8.3,0.0363
IMPDH1,6.3,0.0363
ACPT,-5.9,0.0363
ITGB5,5.2,0.0363
DNAJB6,4,0.0367
GJA1,-5.1,0.0367
KRT7,-6.2,0.037
CERKL,-5.5,0.037
GPX3,-8.3,0.037
GABRB3,-8.1,0.0373
PARG,-3.1,0.0373
DNTTIP1,-2.9,0.0373
ROBO1,3.9,0.0373
CES3A,5.6,0.0377
BNC2,5.4,0.0377
PTPRZ1,-6.5,0.038
ZFP715,-2.8,0.0383
CEBPB,5.1,0.0383
PPP1R1A,-2.6,0.0387
4921507P07RIK,3.8,0.0387
PURA,-7.7,0.0387
IL24,4.8,0.0387
NTSR2,-6.7,0.039
TRPC1,2.6,0.0394
NTN1,4.4,0.0394
GOLGA5,2.7,0.0394
PLAUR,-7,0.0394
BRD3,-8,0.0394
GAD1,-7.9,0.0398
PRMT3,6.7,0.0398
RUNX3,4.8,0.0401
CSNK1G3,-3,0.0401
SATL1,3.2,0.0401
PTPRR,-7.6,0.0409
PTCH2,7.1,0.0409
NF1,3.4,0.0409
GRM1,3.9,0.0417
UTF1,7.2,0.0417
CORO1C,5.4,0.0417
DAND5,7.4,0.0417
CYB5B,-4.7,0.0417
HMGB2,6.8,0.042
F2R,-3,0.042
HOXB7,5.2,0.0424
PDGFRB,-7.7,0.0424
DLG2,4.5,0.0424
CTNND2,7.1,0.0424
FOXD1,-3,0.0424
SLC6A8,-7.8,0.0424
LIMK2,-7.8,0.0428
ADAMTSL3,4.8,0.0428
KSR2,-6.2,0.0428
KCNK9,-7.3,0.0428
TAF5,6.8,0.0428
CNGA1,3.7,0.0428
AKT1,-6.5,0.0428
TRPV3,-7,0.0432
GLRX,-6,0.0432
ADAM33,-5.4,0.0432
AGO1,2.4,0.0432
ABCC2,-8,0.0432
CSRP2BP,6,0.0432
MAPKAPK3,-6.7,0.0436
PTGIR,-4.6,0.044
PRRC2A,6.7,0.0444
NAA10,4.1,0.0444
OAS1A,-7.5,0.0444
ABCB11,6.3,0.0444
LTBR,4.5,0.0448
ECE1,-1.9,0.0448
RNF13,4.7,0.0448
INPP5K,-12.6,0.0448
CECR6,2.6,0.0452
PHOSPHO1,-5.1,0.0452
CUZD1,3.4,0.0452
MMP23,-3.7,0.0452
BNIP3L,7.6,0.0456
KLF6,3.7,0.0456
ACSL3,-4.2,0.046
RAPGEF6,-2.4,0.046
P4HA1,-5.6,0.046
NEK6,-8.4,0.0465
TBRG4,2.8,0.0465
KAT2B,3.9,0.0473
MAP3K9,-4.5,0.0477
ULK3,-6.1,0.0477
ULK1,6,0.0477
WBP2,5.1,0.0477
CLU,4.9,0.0477
RBP3,-7.1,0.0477
A4GALT,5.1,0.0481
CD55,-8.3,0.0485
NR4A3,5.3,0.0485
AFF4,6.6,0.0485
ADRA1D,-4.1,0.0485
PADI2,-6,0.0485
TAF15,5.8,0.049
CDK2,-4.5,0.049
FGF4,-7.2,0.049
TNFRSF1B,3.4,0.049
ZFP623,-2.4,0.049
NPSR1,-7.1,0.0495
ITGB1,5.3,0.0495
MSC,-3.5,0.0495
PPP1R9A,-5.7,0.0495
GABRG3,-5.5,0.0495
DUSP5,3.2,0.0499
TECTB,3.4,0.0499
DRD3,-7.1,0.0499
BHMT2,-7.3,0.0499
POLR2D,5,0.0503
FOS,4.3,0.0503
ELMSAN1,2.8,0.0503
DDX54,-4.7,0.0503
LRRK1,5.7,0.0503
NUP54,3.9,0.0503
RLTPR,2.8,0.0503
MAD2L2,2.9,0.0503
HMOX1,3.3,0.0507
ELF1,4,0.0507
THEMIS2,5.6,0.0507
DHDH,6.5,0.0507
GRIK4,-4.4,0.0512
FBXW2,5.9,0.0516
BCL7B,4.1,0.0516
ADCYAP1,5.3,0.0516
PPFIA3,-6.5,0.0516
VAMP3,3,0.052
SUSD2,-5.3,0.052
CCKAR,-5,0.052
VAX2,2.5,0.052
GAMT,3.9,0.052
APC2,3.6,0.0524
C230052I12RIK,7.4,0.0524
UBA1Y,7.1,0.0524
SERP1,-5.7,0.0524
DGKG,-4.2,0.0529
PPIG,-5.4,0.0529
LCN9,-5.9,0.0529
SYTL4,-7.9,0.0529
C1QTNF9,2.8,0.0529
TNNC1,7.1,0.0529
CDC42BPA,-5.2,0.0533
TFF1,3.9,0.0533
SLC16A8,-7.8,0.0533
IPPK,5.7,0.0533
LIPA,-5.4,0.0533
SIRT1,3.2,0.0533
HSD17B2,4.2,0.0533
PTGES,2.4,0.0538
RAB33A,5.6,0.0538
CD1D1,-6.4,0.0542
RAB11FIP4,6.8,0.0542
PROZ,-6.2,0.0542
USF1,7.5,0.0542
GSTK1,-4.8,0.0542
ZFP524,-2.4,0.0547
ATP6V0A1,5.2,0.0547
SIRT5,4.2,0.0547
CAMK1D,-5.7,0.0547
PDE4B,-6.6,0.0552
ADRB3,-7.4,0.0552
STK24,-5.9,0.0552
RARRES1,-7.5,0.0552
6820408C15RIK,5.8,0.0552
ACSL1,-6.7,0.0556
TNFRSF25,4.8,0.0556
KIT,4.7,0.0556
PTPN7,-6,0.056
CHRNA7,-7,0.056
ENPP3,-7.9,0.056
GLP2R,-6.5,0.0565
PBX2,6.3,0.0565
TRIM33,-7.3,0.0565
LRRC2,3.7,0.0565
RDH8,-6.5,0.0565
SHPRH,3.7,0.0565
GNRH1,3,0.057
ACE,-8.1,0.057
USF2,7.6,0.057
GLRA3,-5.4,0.0574
RBFOX2,-2.9,0.0574
PI4K2B,2.6,0.0579
CHRM3,-6.2,0.0579
EFEMP2,3.4,0.0579
MYLK2,-6.7,0.0579
RIPK2,-6,0.0584
PPA1,4.6,0.0592
DBI,-6.3,0.0592
RDM1,6.1,0.0592
CHST14,3.5,0.0592
KDM4B,5.4,0.0592
RAB8B,-8,0.0597
HSD11B2,-7.4,0.0597
ZFP3,5.4,0.0597
0610010K14RIK,3,0.0607
ALK,-6.3,0.0607
PCSK2,-6.1,0.0612
EEA1,-6.4,0.0612
AMN,-5.1,0.0612
ZFP521,7.1,0.0612
RORA,-8,0.0617
AK5,-8,0.0617
MAP3K10,-2.8,0.0617
BCL2A1D,3.5,0.0622
JAZF1,4.6,0.0622
PFKM,-6.9,0.0627
ATP5A1,-11.8,0.0627
NUP210L,3.1,0.0627
SBF1,-6.2,0.0627
ARRDC4,2.5,0.0627
KCNH2,-6.4,0.0627
PLA2G16,3.5,0.0632
KCNJ12,4.2,0.0632
DLEC1,3.2,0.0637
ATP8A1,-6.4,0.0641
ZWINT,2.6,0.0641
CAPN1,5.5,0.0641
CMBL,2.9,0.0641
GPX2,-6.7,0.0641
PTGER3,-4.1,0.0646
GABRA5,-6.4,0.0646
COPS6,-8,0.0646
TET1,5.1,0.0651
UGP2,-7.9,0.0651
MYLK3,-7.1,0.0651
HIST1H3F,2.2,0.0651
PCK1,-7,0.0656
EPHB1,-8,0.066
DMRTA2,-4.7,0.066
RPS6KA6,-6.6,0.066
HIF1A,6.1,0.066
PTRH2,6.5,0.066
AKAP5,-7,0.0665
GZF1,-3.6,0.0665
CHRM2,-4.3,0.0665
GRK4,-2.8,0.067
TNIK,-6.8,0.067
U2SURP,5,0.067
FMNL3,6.5,0.0674
TCEAL8,-2.8,0.0674
CAPNS2,2.4,0.0674
ZFP26,-2.8,0.0674
TNNI3,4.3,0.0674
TUFT1,4.3,0.0679
PHLDA2,5.3,0.0679
MED23,-4.4,0.0679
APLNR,2.9,0.0679
AJUBA,6.8,0.0683
H6PD,-8.4,0.0683
RBM42,-2.2,0.0683
CDC25B,-5.8,0.0683
GALNT10,4.5,0.0683
STRADB,-6.5,0.0683
NT5C2,-7.6,0.0683
MGAM,-5.7,0.0683
SKIV2L,-7.1,0.0683
CDC25C,2.3,0.0688
EPHA2,-6.6,0.0688
HBP1,3.9,0.0693
HSPG2,-7,0.0693
PDP1,-7.8,0.0693
CLPP,-2.3,0.0693
G6PDX,-3.4,0.0698
TGFB2,6.7,0.0698
GSTA2,-8.3,0.0698
MIIP,-7.9,0.0698
AGTR2,-3.9,0.0698
AK1,3.7,0.0698
QPRT,-9.2,0.0698
UGT1A2,5,0.0698
SLC16A3,-5.5,0.0698
SSSCA1,2.2,0.0698
B4GALT1,-9,0.0702
TRPM7,-11.7,0.0702
RAD54B,5.9,0.0702
NFE2L3,-4.4,0.0707
CMPK2,4.3,0.0707
PLCL1,-8.3,0.0707
ACTA1,-5.8,0.0707
BEX2,2.3,0.0707
SCN2A1,-6.8,0.0707
TALDO1,4.8,0.0711
NSMCE1,2.9,0.0711
TBXA2R,2.9,0.0716
DHX34,5.9,0.0721
PRKCB,-3.8,0.0721
G6PC3,-7.1,0.0721
CYP3A44,-3.9,0.0721
FTCD,-6.3,0.0725
KAT2A,-7.3,0.0725
SENP6,4.8,0.0725
SLC25A4,5.1,0.0725
DDX39B,-7.2,0.073
ARAF,-3.6,0.073
PHYH,-9.1,0.073
GART,-11.6,0.0735
RAF1,-4.7,0.0735
TEKT1,4.5,0.0735
VCL,5.8,0.0735
PRKCE,-7.2,0.074
ZFP41,-2.2,0.074
ADCY3,3.8,0.074
NDUFS6,-4.5,0.074
BMP2,3.7,0.074
ALDH1A1,2.6,0.075
TBCK,-4.6,0.075
ELOVL4,-1.6,0.0755
DPH5,-9.3,0.0755
ECSIT,-7.1,0.0755
CCAR1,6.5,0.0755
DNTT,4.6,0.0755
ITGA8,2.7,0.0755
VARS,-4.3,0.0755
2810428I15RIK,5.7,0.0755
MSH3,3.8,0.0755
IFNAR2,-6.3,0.0759
XYLB,-5.2,0.0759
SPECC1,-2.2,0.0759
MEOX2,4.6,0.0764
SUCNR1,-6.2,0.0764
TUBE1,-9.3,0.0764
KCNK2,-2.1,0.0764
PNPO,-6.7,0.0764
VDAC3-PS1,3.1,0.0764
AVEN,1.8,0.0768
12-Sep,4.6,0.0768
NPTX2,3.7,0.0773
RAD18,3.5,0.0773
1-Sep,2.6,0.0773
GRIN2A,2.8,0.0778
ALPK2,-3.3,0.0778
RBPJ,2.3,0.0778
FZD3,4.9,0.0778
GYKL1,-7.7,0.0778
PPP1CB,-3.8,0.0778
KCNJ8,-6.7,0.0778
VPREB3,4.5,0.0782
CDKN2D,-6,0.0782
PADI4,-7.5,0.0782
PAK2,-3.9,0.0782
CSNK1G2,-7.9,0.0782
NRBP1,-4.4,0.0782
KATNBL1,3.9,0.0782
TLL2,-7.7,0.0787
PKN3,-4.5,0.0787
CAMKK1,-7.3,0.0787
MAP2,2.7,0.0787
IARS,-9.4,0.0787
COL3A1,4.5,0.0792
CDKN3,-6.3,0.0792
RAMP1,-6.5,0.0792
FIGLA,3.7,0.0797
DIP2C,7.1,0.0802
KCNJ6,-5.6,0.0802
MASTL,-4.6,0.0802
SSH2,-5.5,0.0802
PPTC7,-4.9,0.0807
GM10324,3.2,0.0807
DUSP15,-4.1,0.0807
CLK1,-5,0.0807
CDK7,-9.5,0.0811
RDH12,-8,0.0811
TTR,3.3,0.0817
PACSIN3,-1.9,0.0817
BC030499,-2.7,0.0817
RNASEH2A,-4.3,0.0817
ME3,-1.8,0.0817
NELFE,-5,0.0817
PTPRK,-5.9,0.0817
CFTR,-4.9,0.0817
LSM6,-3.6,0.0817
ARX,-2.5,0.0817
DTX3L,4.5,0.0821
BRSK2,-3.7,0.0821
IRX3,3.5,0.0821
MBP,5.3,0.0821
5031439G07RIK,4.2,0.0821
AKAP6,-7.5,0.0821
KLF7,3.6,0.0826
CNTN5,4.3,0.0826
TRIM42,6.2,0.0826
FPR1,-6.2,0.0826
PSMC1,-6.6,0.0826
CFB,5.9,0.0826
PMVK,-9.7,0.0832
IL1A,3.2,0.0832
ATXN10,4.3,0.0832
PPP2R2D,-4.7,0.0832
KCNJ11,-6.1,0.0832
FGR,-2.3,0.0832
RASSF1,4.6,0.0832
TEX2,2.1,0.0832
LEPREL1,-7.6,0.0832
PSPC1,3.2,0.0837
OAZ3,-7.8,0.0837
AOC3,3.8,0.0837
KSR1,-7.9,0.0837
SLC7A2,-7.5,0.0837
PTGER1,-7.2,0.0837
HIF3A,-1.9,0.0837
EHHADH,-7.7,0.0842
CPSF3,3.9,0.0842
SLC16A6,3,0.0842
P2RY1,2.8,0.0842
CHRNA6,-6.4,0.0842
PADI3,-6.5,0.0848
MAST2,-6,0.0848
AMY1,-4.3,0.0848
PAK6,-4.5,0.0848
EIF2D,2.3,0.0848
CES1D,-5.5,0.0854
LEPRE1,-6.1,0.0854
ITGA4,-4,0.0859
VAMP1,5.1,0.0859
GRIK3,-5.7,0.0859
FANCC,4.2,0.0859
FUT1,4.8,0.0859
GGCX,3.1,0.0859
FANCM,5.6,0.0859
GPR34,2.6,0.0865
CSAD,-8.1,0.0865
ZFP560,3.2,0.087
RARA,7,0.087
CTSG,-6.2,0.087
RFC1,4.8,0.087
ELK1,6.2,0.087
DPP6,2.6,0.0876
IRAK1,-8.9,0.0876
TNFSF14,3.1,0.0876
SLC25A10,-9.1,0.0876
ETFDH,-3.3,0.0876
ZFP1,-2.1,0.0882
ARF6,-10,0.0882
GNG8,7,0.0882
TRPC2,3,0.0882
ACADS,6,0.0882
DCLRE1A,4.5,0.0882
INSR,-5.9,0.0882
THRB,4.9,0.0882
AKT3,5.8,0.0882
GLS,-4.4,0.0888
SS18L1,2.5,0.0888
KCNMB4,3.9,0.0888
MSLN,2.1,0.0888
CITED4,3.2,0.0894
PTX3,2.1,0.0894
AKAP10,-3.2,0.0894
TFAP2B,4.9,0.09
TRPC4,6.6,0.09
KCNA1,-7.3,0.09
MMP21,-3.5,0.09
TRPV1,-10.5,0.09
BGLAP3,-5.9,0.09
PIGO,3.3,0.09
AKAP1,-3.7,0.0906
DUSP12,-10.3,0.0906
NDUFB9,-8.8,0.0906
SAMD4B,-3,0.0906
HADH,-7.3,0.0906
PTPN9,-7.7,0.0913
NPY2R,-9.1,0.0913
EIF3D,-4.5,0.0913
STAG3,2.1,0.0913
DNAH8,2.1,0.0913
SUN1,-3.2,0.0913
ME1,6.2,0.0913
FGG,-6.1,0.0913
SUZ12,6.2,0.0913
SMC4,3.7,0.0913
VRK2,-4.1,0.0913
ITGAL,-7.2,0.0919
QPCT,-4,0.0919
ARF1,-2.9,0.0919
ZFP644,3.1,0.0926
PER1,6.2,0.0926
NDUFA6,-4.7,0.0926
ELK3,3.1,0.0926
C3,-4.2,0.0926
IBTK,-6.8,0.0926
CKB,-6.2,0.0926
ATOH8,-1.6,0.0926
VPREB1,2.9,0.0926
PAPPA2,3.1,0.0926
TMPRSS15,-6.7,0.0932
HIPK3,4,0.0932
BACH2,-6.6,0.0939
H2-K1,-11.8,0.0939
ABCC3,5.7,0.0939
EVX2,-2.1,0.0939
CAMTA2,-2.4,0.0939
SLC22A8,3.1,0.0939
CCNH,3.1,0.0939
CASP1,3.8,0.0939
