Symbol,casTLE_Effect,pvalue
GRM1,4.3,0.00889
RELB,5.1,0.00896
CLK4,-5.7,0.00901
FLT1,-4.3,0.00906
MAPK4,-4.2,0.00906
MTMR9,-7.5,0.00906
PPT1,-8,0.00906
CHL1,4.5,0.00913
GSTA1,-3.2,0.00919
ARPC1A,7,0.00935
SIRT5,4.8,0.00935
VAMP3,5.5,0.0094
ADAMTSL5,5.1,0.00946
GDF15,4.1,0.00946
GRIA3,-8.6,0.00962
PDE4B,-7.3,0.00962
SLC25A29,-2.9,0.00967
GM10639,-7.9,0.00972
SPEN,4.4,0.00972
CDC14B,-5.2,0.00998
ALDH1A2,-3.8,0.01
GRM8,-5.3,0.0101
4-Sep,5,0.0102
HDHD1A,-6.8,0.0103
PROSC,-3.5,0.0103
G6PC,-8.4,0.0104
JUN,4.7,0.0104
AGXT,-6.6,0.0105
PPFIA2,-3.6,0.0106
WNT8B,5.2,0.0106
ZWINT,3.5,0.0106
10-Sep,6,0.0108
XYLB,-6.2,0.0108
LAMB3,6.2,0.0109
TRIM24,4.9,0.0109
DNAJB6,3.6,0.011
H2-BL,-7.4,0.011
PSPH,-8.1,0.011
APLNR,3,0.0112
HSPG2,-7.7,0.0112
MAFF,3,0.0112
PROK2,5.9,0.0112
SUMO1,2.7,0.0113
DTX3L,4.5,0.0114
CDC42BPA,-5.2,0.0115
CDKL4,-3.6,0.0117
EIF4EBP1,3.8,0.0117
RFWD2,-5.3,0.0117
ABCA9,7.8,0.0118
AARS2,-7.6,0.0121
ITGAL,-6.9,0.0121
KDM4B,5.9,0.0122
SIRT1,7.2,0.0124
2810428I15RIK,4.8,0.0125
GABARAPL2,5.3,0.0125
SLC1A4,-6.3,0.0125
AGPAT3,-9.1,0.0126
CDC25B,-7.3,0.0126
CTH,-8.4,0.0126
CLPP,-7.8,0.0127
HINT1,-3.5,0.0129
TSSK6,-8.1,0.0129
CSNK2A1,4.7,0.0131
GRIN3A,-7.4,0.0131
RASA1,3.7,0.0131
HTR4,-6.6,0.0132
PARK2,4,0.0132
PPP3R1,-3.9,0.0132
CDK5R1,-8.9,0.0134
PIP4K2B,-6.3,0.0135
SLC25A13,-4.3,0.0135
IL4I1,-7.2,0.0136
LRP5,6,0.0136
ACSL3,-5.6,0.0137
ADCY3,3.5,0.0137
TAF13,-4.7,0.0137
KCNMB1,-7.5,0.0139
UTY,6.6,0.0139
PCYT1A,-6.2,0.0141
PI4K2B,-5.4,0.0141
ITGB5,4.2,0.0142
BC030499,-6.6,0.0144
EOMES,-2,0.0144
CDO1,-8.2,0.0145
TNNI3K,-6.2,0.0147
C1QC,-6.5,0.0149
GOLGA5,3.9,0.0149
SPATC1,3.2,0.0149
TTBK2,-9.2,0.0149
CNP,5.2,0.015
HCRT,-4.5,0.015
MMP16,-9.9,0.015
PIK3R3,-7.4,0.0151
D3ERTD254E,3,0.0152
PPP2R2D,-7.7,0.0153
MASP2,-2.1,0.0154
PPIB,-8.4,0.0155
PPP1R1C,-7.2,0.0156
CAMK2N1,-7.5,0.0157
CES3A,5.3,0.016
TNFRSF17,3.9,0.016
CCBL1,-7.7,0.0161
PHOX2B,6.1,0.0161
TCRG-V7,7.2,0.0162
UQCR11,3.4,0.0162
CASP3,4.1,0.0163
GUCA1A,-5.8,0.0163
EHMT2,2.6,0.0164
PCLO,-5.3,0.0164
PHKG2,-2,0.0164
PADI2,-7.5,0.0167
PPP3CB,-8.2,0.0167
BLOC1S3,5.3,0.0168
SLC6A1,-4.1,0.0168
CREBBP,3.4,0.0171
F10,-7.7,0.0171
NAGS,-7.6,0.0173
GNAS,5,0.0174
PCBD1,-9.7,0.0176
RBMS3,-3.2,0.0177
ARRDC4,3.3,0.0178
GRK4,-6.1,0.0178
PPP1R9A,-6.6,0.0178
PRKCD,6,0.0178
ME2,-6,0.0181
PPP1R3A,-5.8,0.0181
PRKAG3,-7.4,0.0183
CUZD1,3.3,0.0184
NID1,-7.3,0.0184
PGGT1B,6,0.0184
PRDX2,5.6,0.0185
NDUFC1,-6,0.0186
1700088E04RIK,-5.8,0.0188
GPX2,-5.9,0.0188
GABRG3,-6.2,0.0189
ACP2,-9.9,0.0191
ALAS2,-4.2,0.0191
MMP23,-1.8,0.0193
MTFMT,-7.6,0.0193
PTPN7,-7.3,0.0193
PTPRJ,-4,0.0193
LIAS,-6,0.0194
CSNK1G3,-4.5,0.0195
GNG10,3,0.0195
GUCY2F,-9,0.0195
HBB-BS,-7.4,0.0195
MCL1,5.9,0.0195
CES1D,-4.8,0.0197
DHRS11,-4,0.0197
PTX3,3.4,0.0197
DNPEP,-7.8,0.0198
VAMP8,5,0.0198
GATA3,5.7,0.0199
MSLN,3.1,0.0199
SLC27A3,-2.5,0.0199
EVI5,5,0.0201
POLR3G,2.6,0.0202
HTR1B,-6.8,0.0204
UMOD,5.7,0.0204
ALDH3A2,-7.4,0.0207
SPIRE2,-7.4,0.0207
NTSR1,3.7,0.0208
EFHD2,-8.3,0.0209
PLEKHM2,3.1,0.0209
ACPT,-5,0.0213
EEF2K,-7.9,0.0213
GPRC5A,-6.3,0.0213
TNKS2,2.9,0.0217
NAPB,-4.1,0.0218
NBAS,5.8,0.0218
PPME1,-4,0.0219
TNNC1,5,0.0219
MAST3,-2.7,0.0221
NR2C2,5.5,0.0221
SSSCA1,2.2,0.0221
CDH5,-6.3,0.0222
METTL10,4.4,0.0222
PTPN4,-7.2,0.0222
GRIN2A,3.8,0.0225
IGF1,6.5,0.0225
ALPK2,-4.6,0.0227
DMRTA2,-2.2,0.0227
HS3ST1,-8.6,0.0227
PLCD1,6.6,0.0228
VDAC3-PS1,3.3,0.0228
RFX6,-3.3,0.0229
PDXDC1,-6.4,0.0231
RNGTT,6.5,0.0231
CSF3,6.4,0.0232
INPP5D,-8,0.0232
CMBL,4.3,0.0234
RAD54B,5.6,0.0234
GREM2,5.5,0.0236
IL2,3.6,0.0236
SGK2,-6.4,0.0236
DRD2,-2.8,0.0237
MAN2B2,6.4,0.024
RAF1,-8.2,0.024
TPSB2,4.2,0.024
MYO3A,-5.2,0.0242
NCAN,-4.3,0.0242
LYN,-2.8,0.0243
CKB,-7.1,0.0245
RIPK2,-6.4,0.0247
FGR,-5.7,0.0251
PRKAG1,-7.9,0.0251
6820408C15RIK,5.2,0.0253
BAI3,3.9,0.0253
RHOD,3,0.0253
LAMA1,3,0.0256
SH3KBP1,-4.8,0.0256
5031439G07RIK,2.8,0.0258
CUBN,-6.6,0.0258
ELOVL2,4.5,0.0258
GNG3,4.9,0.0258
LGSN,-6.5,0.0258
RORA,-8,0.0258
BEX2,2.7,0.0259
ISYNA1,-7.7,0.0259
MLLT6,7.2,0.0259
ABCC3,5.2,0.0261
DRD5,-8.4,0.0261
PECR,-5.6,0.0261
UCK2,-6.7,0.0261
IFT88,3.7,0.0263
WDR70,7.6,0.0263
EPHA4,-8,0.0264
NCAM1,7.2,0.0264
USP39,-6.5,0.0264
TRAPPC1,6.1,0.0266
VKORC1L1,-6.4,0.0266
NREP,-3.1,0.0268
PURA,-8.7,0.0268
WNT9A,3.9,0.0268
ABCA13,3.6,0.027
PPP3R2,3.9,0.027
CLU,4.4,0.0271
MGAT1,-9,0.0271
NUAK2,-6.1,0.0271
ALDH1L1,-6.3,0.0273
KCNN1,-5.2,0.0273
OAZ2,-8.1,0.0273
RPS6KB1,-5.9,0.0273
CLEC3B,7.3,0.0275
GM4955,7.7,0.0275
ALDH1B1,-4.7,0.0277
FUK,-6.6,0.0277
PPP1R3C,-7.9,0.0277
CDKN2D,-6.6,0.0278
IMPDH1,5.6,0.028
KCNK3,-5.6,0.0282
RLTPR,3,0.0282
TPD52L2,4,0.0282
UPB1,4.1,0.0282
GARNL3,2.7,0.0285
RPTOR,6.9,0.0285
CASP1,3.6,0.0287
GALE,-8.1,0.0289
INPP5F,-5,0.0289
TNFRSF18,3.8,0.0292
BCAT2,-5.7,0.0294
ME3,-4.3,0.0294
MAP3K19,-6.6,0.0296
PLAUR,-8,0.0296
RAMP3,-1.8,0.0296
ANXA3,-6.6,0.0299
SLC16A4,-7.4,0.0299
TNFSF12,6.9,0.0301
PLCZ1,6.4,0.0303
PTPN1,3.6,0.0303
NR4A3,4.1,0.0305
KCNK2,-4.3,0.0307
OXSR1,-7.5,0.0307
RUNX2,4,0.0307
TEKT1,2.9,0.0307
TNFRSF1B,4.2,0.0307
SYCP2,2.8,0.0309
LCT,-7.1,0.0311
KRT18,4.8,0.0312
WAP,3.4,0.0312
PLXNB1,-3,0.0314
RAB38,6.7,0.0314
SELO,3,0.0314
CTSH,-6.5,0.0316
ECHS1,3.7,0.0318
LZTR1,2.5,0.0318
CPD,-6.4,0.032
DLGAP5,5.2,0.032
KCND2,-7.1,0.032
MAGI2,-3.9,0.032
PANK4,-7.5,0.032
PLXNC1,-5,0.032
PPEF2,-6.9,0.032
PDCL2,-1.8,0.0322
IKZF1,6.8,0.0324
MAPKAPK3,-8,0.0324
TNFSF14,2.6,0.0324
CDK12,-8.1,0.0326
DPEP1,-2.3,0.0326
PLEKHA1,-8.1,0.0328
LTBR,4,0.0329
NEURL4,7.1,0.0331
TCF15,5,0.0331
TRPC1,3.3,0.0331
ABAT,-4.8,0.0333
DCTD,-7.8,0.0333
GLUD1,-7.7,0.0333
MAD2L2,3.1,0.0333
PIK3R2,-7.9,0.0333
TJP1,4.7,0.0333
DRD3,-3.5,0.0335
IDH3G,-4.9,0.0335
PFKM,-8.7,0.0335
PRR5,7.4,0.0335
SLC25A20,-7.4,0.0337
GFOD1,7.4,0.0339
MGST2,-5.5,0.0339
OVCA2,2,0.0339
VAMP1,2.8,0.0339
CTSS,-6.2,0.0341
KAT2B,3.6,0.0341
P2RY2,-9,0.0341
PCCB,-7.4,0.0341
SCYL2,-7,0.0341
GPR34,2.5,0.0345
HIF3A,-3,0.0345
G6PC2,-7.5,0.0347
CSNK1G1,-6.3,0.0349
PCSK1,7.5,0.0349
PIGO,3.1,0.0349
NNMT,-9,0.0351
STK19,-5.3,0.0351
TRABD,3.6,0.0353
FEM1A,-3.7,0.0355
PHOSPHO2,-8.1,0.0355
PLXNA4,-3.3,0.0355
BIVM,6.8,0.0357
GPR18,-6.3,0.0357
CACNA1B,-2.3,0.0359
CKMT1,-7.3,0.0359
NDUFA7,-2.9,0.0359
RAD18,3.9,0.0359
TRPV3,-7.1,0.0359
NRP2,2.7,0.0361
TRP53BP2,3.3,0.0361
VPREB1,3.9,0.0361
ABCG1,-3.9,0.0364
FGFR4,-4.2,0.0364
PFKP,-3.6,0.0364
DEDD,4.7,0.0366
LASP1,2.8,0.0368
DLC1,2.9,0.0371
KIF2A,6.1,0.0371
NOD2,2.9,0.0371
TGM3,2.9,0.0371
CNTN6,5.5,0.0373
H2-AB1,-7.8,0.0375
KLK1B24,6.3,0.0375
SERPINA12,3,0.0375
CRAT,-6.3,0.0378
SUOX,-8,0.0378
EREG,4.3,0.038
POLM,4,0.038
RDM1,3.7,0.038
AIFM2,2,0.0382
CDK14,-5.5,0.0382
GCSH,-6.3,0.0382
CAST,7.8,0.0384
TBRG4,2.8,0.0384
TRIP11,4.7,0.0384
ADCYAP1,5.2,0.0386
CDK10,-8.6,0.0386
LMAN1,-7,0.0386
A4GALT,5.5,0.0389
CCNB3,2.8,0.0389
PNP,-6.7,0.0391
NMNAT1,-8.9,0.0393
SCN2A1,-5.7,0.0393
TET1,6.2,0.0393
ADAMTSL3,4.8,0.0398
AGAP2,4.7,0.0401
FBXW2,5.5,0.0401
RANBP17,3.6,0.0401
RDH8,-7.3,0.0401
SULT2B1,3.2,0.0401
ATP8A1,-6.2,0.0403
ECI2,2.1,0.0403
EGFLAM,3.4,0.0405
PER1,4.4,0.0405
ZFP277,-1.3,0.0405
LEPREL1,-7.2,0.0408
FBLN5,4.5,0.041
HAGH,-7,0.041
TRIM33,-7.6,0.041
CAPN10,2.1,0.0413
FANCC,5.5,0.0413
ZFP560,3.5,0.0413
EPX,-7.2,0.0415
GABRR2,-9.6,0.0415
B4GALT4,-7.7,0.0418
POMP,5,0.0418
SCN3B,2.6,0.0418
SLC19A2,-7.3,0.0418
FRY,2.1,0.042
TSC1,4.1,0.042
PCSK2,-7.8,0.0423
TAF5L,-3,0.0423
TUFT1,4.7,0.0423
CAR13,-8,0.0425
KLF7,4.8,0.0425
IFI204,3.7,0.0428
PPP1R14C,5.2,0.0428
RABGGTA,5.4,0.0428
ADH1,-7.3,0.0431
CHRM3,-6.4,0.0431
IRAK1,-10,0.0431
PDHA1,-3,0.0431
PLA2G16,3.3,0.0431
RORB,3.1,0.0431
RECQL4,5.6,0.0433
NRK,-3.4,0.0436
DAPK3,-6.3,0.0438
MAP3K9,-6.1,0.0438
GPD1,-7.3,0.0441
PTGIS,-8,0.0441
TFF1,3.5,0.0441
CDC45,4.2,0.0447
HK1,3.7,0.0447
ELK1,5.5,0.045
H2-KE6,-4.2,0.045
MMP25,-6.4,0.045
RAB11FIP4,5.4,0.045
RAD9B,4.8,0.045
TGFB2,6.5,0.045
ATRX,6.1,0.0453
PTPN13,2.4,0.0453
CEBPA,2.5,0.0455
CYP4A32,-8.4,0.0455
MAN1B1,-6.5,0.0455
NKX2-4,3.9,0.0455
DAND5,5.7,0.0458
RFC1,4.9,0.0458
C230052I12RIK,7.1,0.0461
REG1,-7.7,0.0461
GMEB2,-1.7,0.0463
SUSD2,-5.6,0.0463
TNNI3,4.8,0.0463
EEF1D,6.9,0.0466
MOG,2.7,0.0466
SMG1,-9.3,0.0466
PROZ,-6.4,0.0469
MMP10,-6.7,0.0472
WNT10B,6.1,0.0472
APC2,4.1,0.0475
E2F5,6.5,0.0475
EXOSC3,-3.1,0.0475
RB1,1.9,0.0475
TPBG,2.3,0.0475
DKK1,5.4,0.0478
DPYSL3,3,0.0478
SBK1,-8.1,0.0478
TEX2,2.6,0.0478
CRYL1,3.1,0.0481
RABGGTB,-2.8,0.0481
ADSSL1,-6.4,0.0484
CORO6,3.2,0.0484
GABRG2,-7.9,0.0484
IRAK1BP1,-4.5,0.0484
MMP21,-5.4,0.0484
TCTE2,2.8,0.0484
BRF1,-3.6,0.0487
CHRNB4,-8,0.0487
ABCB11,4.4,0.049
EEA1,-6.6,0.049
GSTK1,-4.1,0.0493
LSM6,-3.8,0.0493
PARK2,6.6,0.0493
PEG3,5.4,0.0493
TGFBR2,4.9,0.0493
UGT1A1,4.7,0.0493
APRT,-5.2,0.0496
GFI1,4.9,0.0496
FUT8,7.3,0.0499
PPAP2B,-3.7,0.0499
ELK3,3.4,0.0502
MINPP1,-6.7,0.0502
PTPRG,-8.6,0.0502
UGP2,-4.3,0.0502
CMPK2,3.7,0.0505
LHPP,-8,0.0505
VARS,-2.7,0.0505
KCNJ8,-7.1,0.0509
MMP27,-7.9,0.0509
MYO16,3.5,0.0509
RBPJ,2,0.0509
UBC,5.7,0.0509
ZFP180,-1.5,0.0509
MMACHC,-7.1,0.0512
TGM2,5,0.0512
UBR1,3.8,0.0512
DLAT,-2.2,0.0515
PHKG1,-7.5,0.0515
STK24,-6.3,0.0515
LIMS1,4.2,0.0518
NOP16,-7.4,0.0518
TIMP2,2.1,0.0518
UGT2B5,4.3,0.0518
ACSL1,-6.9,0.0521
BLVRA,-2.8,0.0521
GUCY2C,-3.7,0.0521
NUDT9,-1.4,0.0521
SLC7A8,-5.8,0.0521
PAX8,4.5,0.0525
REV1,7.1,0.0525
XPA,3.5,0.0525
PKM,-9.4,0.0528
DYRK4,6.6,0.0532
PDE6H,-6.7,0.0532
RNF13,5.7,0.0532
AK5,-8.2,0.0535
ATMIN,-5.2,0.0535
NGEF,3.1,0.0535
ZC3H12B,3.8,0.0535
CACNB3,-7.1,0.0539
DBI,-6.6,0.0539
GM2A,-7.3,0.0542
LIMK2,-7.9,0.0542
MSH3,3.7,0.0542
CAR8,-8,0.0546
DDAH2,-3,0.0546
FBP2,-4.7,0.0546
STAG3,3.1,0.0546
TTLL5,7.3,0.0546
CDK19,-7.4,0.0551
PTPRS,-7.1,0.0551
NCK1,3.3,0.0555
PNLIPRP2,-5.4,0.0555
RABGAP1,2.7,0.0555
BGLAP,-6.6,0.0558
MMP17,2.4,0.0558
NDUFB3,-7.9,0.0558
PTGER1,-7.2,0.0558
TOM1,3.1,0.0558
CD46,-6.8,0.0562
EFEMP2,3.7,0.0562
MYB,4.5,0.0562
SIGMAR1,-8.2,0.0566
COL2A1,-6.1,0.0569
DPP6,3.9,0.0569
FANCM,5.3,0.0569
GNB5,5.1,0.0569
TECTB,3.5,0.0569
FAM161A,3.7,0.0573
H2-M3,3.2,0.0573
IFI203,3.9,0.0573
CASP7,-7.3,0.0577
EEF1A2,3,0.0577
KRT7,-7.9,0.0577
BCR,-7.7,0.0581
CAT,-7.3,0.0581
ECD,-2.4,0.0581
SMO,3.8,0.0581
KSR2,-7.9,0.0585
SLCO1A4,-6.5,0.0585
CHST13,3.6,0.0589
CNGA1,2.8,0.0589
LRP2,2.8,0.0589
MAP3K5,-2.1,0.0589
MPHOSPH6,4.4,0.0589
TEK,3.7,0.0589
FLCN,5,0.0593
FOS,3.9,0.0593
GRIK3,-6.1,0.0593
IRAK3,-7.6,0.0593
LMLN,7.5,0.0593
USF2,7.1,0.0593
AKR1C6,2.8,0.0597
ALDH1A1,2.6,0.0597
BACH2,3.5,0.0597
PIM2,-6.5,0.0597
PPP1CB,-5.6,0.0597
GBX1,-3.8,0.0601
GON4L,-4.3,0.0601
GRIA1,-7,0.0601
B4GALT1,-5.7,0.0606
CORO1C,4.7,0.0606
CSF2RA,-7.7,0.0606
GATA2,4.8,0.0606
SENP6,5,0.0606
TXLNG,6.5,0.0606
PRKAA1,-1.8,0.0611
RETSAT,-7.5,0.0611
2300002M23RIK,2.8,0.0615
ARHGAP29,1.9,0.062
AVPR1A,-6.2,0.062
NEU1,-7.6,0.062
TDGF1,7.8,0.062
TSHZ2,-2.9,0.062
CWC22,6.1,0.0624
PTH1R,-6.3,0.0624
FCER1G,-3.1,0.0629
PSPC1,3.7,0.0629
TAS1R2,6.8,0.0629
VMN2R-PS159,2.1,0.0629
GLRX,-6.5,0.0638
NEIL1,4.6,0.0638
CCR5,-3,0.0642
NSMCE1,3.3,0.0642
P2RY1,3.2,0.0642
PSMG2,-3.5,0.0647
STRADB,-6.4,0.0647
TAF15,5.1,0.0647
CAR2,-7.6,0.0652
PLCG1,3,0.0652
TRH,4,0.0652
CPB1,-4.6,0.0656
PCSK7,-2.2,0.0656
PIGH,4.2,0.0656
PRAP1,3.7,0.0656
ENO3,-2.8,0.0661
GALNT5,1.9,0.0661
HSF5,-2.7,0.0661
MED4,-2.7,0.0661
WBP2,4.9,0.0661
GPI1,6,0.0666
CCAR1,5.4,0.0671
EXOSC1,-1.9,0.0671
FBN2,3,0.0671
MED23,-3.2,0.0671
NR1H3,4.8,0.0671
TRADD,2.7,0.0671
UACA,2.4,0.0671
CACNA1I,-6.7,0.0676
HIST1H4H,3,0.0676
HRSP12,-4.1,0.0676
KCNJ5,-7.6,0.0676
RNASEH2A,-5.9,0.0676
KCNK9,-7.6,0.0681
PPFIA3,-6.2,0.0681
UTF1,6.4,0.0681
C8G,-4.5,0.0686
FBL,-2.5,0.0686
HMOX1,2.9,0.0686
PPP1R13L,3.2,0.0686
CDC42BPG,-7.1,0.0691
FLT3,-6.4,0.0691
HOXA11,4.8,0.0691
KRT12,-6.3,0.0691
PHACTR1,2.4,0.0691
ZKSCAN7,-2.6,0.0691
BRD3,-7.8,0.0697
DLG2,4.6,0.0697
PRKCE,-8.9,0.0697
TUBE1,-3.2,0.0697
ALK,-6.6,0.0703
PMVK,-6,0.0703
PPP3CC,-3.3,0.0703
ADH7,2.5,0.0708
CSNK2A2,6.1,0.0708
KCNH2,-6.7,0.0708
LAMA4,1.8,0.0708
SBF1,-6.4,0.0708
CABLES1,4.8,0.0713
CCNE2,4.4,0.0713
CDH11,2.9,0.0713
CEP135,4.3,0.0713
ERC1,2.5,0.0713
NADK,-2.5,0.0713
PGLYRP1,2.6,0.0713
PTPN9,-8.4,0.0713
TRPC6,4.7,0.0713
TRRAP,-6.3,0.0713
CHFR,3.1,0.0719
FAM3C,-8.1,0.0719
GPR132,3.5,0.0719
RPRM,3.7,0.0719
CAMK2A,-6.3,0.0725
DECR1,-4.3,0.0725
DNAH8,2.2,0.0725
KLK7,2.3,0.0725
MKNK2,-2.1,0.0725
ALPPL2,-2.8,0.0731
CCL21A,-3.6,0.0731
ESR2,3,0.0731
L3HYPDH,3.3,0.0731
RCHY1,3.5,0.0731
SLCO2B1,-2.7,0.0731
5031414D18RIK,5.2,0.0738
DHDH,4.7,0.0738
MCC,3.7,0.0738
TNFRSF25,3.9,0.0738
ZCCHC17,-1.6,0.0738
CAR4,-3.8,0.0744
CD70,2.5,0.0744
CGRRF1,4.7,0.0744
CHN1,1.5,0.0744
CTNND2,4.5,0.0744
RBP1,-6.9,0.0744
SSBP2,-3.6,0.0744
TMEM57,1.8,0.0744
TWF1,-4.6,0.0744
ZSCAN22,-2.6,0.0744
BC037034,2.3,0.075
BC037034,2.3,0.075
CDH1,2.3,0.075
FSHR,-4.9,0.075
HSD17B6,-7.7,0.075
PBX2,5.2,0.075
FOLR2,-8.1,0.0756
NMT1,-3.7,0.0756
PUSL1,4.9,0.0756
THEMIS2,5.9,0.0756
ZFP521,7.4,0.0756
GAMT,3.9,0.0762
H2-Q6,-2,0.0762
