Symbol,casTLE_Effect,pvalue
Gm5612,-8.9,0.00191
Tfeb,4.8,0.00195
Arpc5,8.6,0.00196
2010109A12Rik,5.5,0.00203
Olfr916,-7.1,0.00204
AI429214,-2.7,0.00206
Rest,6.2,0.00207
Asic1,-4,0.00208
Trav14-3,-8.3,0.00211
Trav14n-3,-8.3,0.00211
Ssxb10,-6.5,0.00212
Lamtor5,4.1,0.00214
Ugt1a2,-9,0.00214
Synb,-1.4,0.00222
Gm20877,-5.1,0.00223
Gm21119,-3.6,0.00223
Lgals7,-3,0.00224
Olfr810,-3.3,0.00224
Brf1,-5.8,0.00232
Syt7,-4.1,0.00232
Gm973,-6.9,0.00253
Ing1,-10.1,0.00253
Usf2,-2.6,0.00256
Hist1h2ao,-2.7,0.00257
Loxl1,7.5,0.00257
Taf5l,-6,0.00259
Gm9848,-11.1,0.00268
Dchs1,2.1,0.00271
Lztr1,5.9,0.00271
Ak9,8.1,0.00278
Zic3,-3,0.00278
Dppa3,-4.3,0.00282
Smad2,-7.7,0.00282
Fbxo30,-4,0.00289
Rpl7a,-9.2,0.00292
Clcn2,8.5,0.00297
Sdhaf4,-7.8,0.00297
Sult2b1,-3.9,0.003
Edf1,-7.1,0.00302
Mycs,-3,0.00306
Gpr139,7.3,0.00315
Aqp2,-3.5,0.00319
Smim8,-2.7,0.00321
Defb23,6.7,0.00327
Psmc6,-5.5,0.0033
Zg16,-2.5,0.0033
Stxbp5,-5.5,0.00333
Morc3,-11,0.00336
ENSMUSG00000050431,-3.1,0.00336
ENSMUSG00000096266,-4.8,0.00338
4930447A16Rik,5.3,0.00354
Wac,-9.2,0.00358
1700021A07Rik,-10.1,0.00365
A530084C06Rik,4.9,0.00365
Ckap2l,-11.9,0.00365
Calca,-2.2,0.00369
Pdc,6.4,0.00376
Serpinb3a,-3.8,0.00376
C1qtnf4,-11.9,0.00377
Zfand5,-3.8,0.00379
Fyb2,-4.2,0.0038
Ptprt,5,0.00383
Gm21956,4.4,0.00386
Gm4763,-10.2,0.00392
Nap1l2,-8.7,0.00399
Baz1a,-3.4,0.00408
Ccdc126,-8.3,0.0041
Map1lc3b,4.3,0.00412
Npepps,-3.7,0.00412
Cox5a,4.6,0.00419
Desi1,8.1,0.00424
Tada1,-6.4,0.00425
Ccdc38,-9.3,0.00437
11-Mar,-3.6,0.00441
Hmgcll1,-3.7,0.00444
Kcnk6,7.6,0.00445
Olfr714,-2.4,0.00447
Pspn,-10.9,0.00461
Col4a3bp,-3.8,0.0047
Ctrb1,-5.3,0.0047
9430015G10Rik,-3.9,0.00474
Luzp2,6.6,0.00475
Gm6509,-3.1,0.00479
Vps37a,-3.8,0.00479
Grk5,4.6,0.00482
Tnfrsf13b,-2.1,0.00482
Agr2,-3.5,0.00484
Cxcl1,-4.6,0.00504
Zrsr2,-4.4,0.00508
Armcx1,-1.3,0.00512
Car12,6.9,0.00516
Sema3c,-4.1,0.0052
Olfr809,-3.2,0.00523
Rbm4,-4.4,0.00527
Rpl10,-7.4,0.00535
Trpv4,1.7,0.00535
Aco2,-5.7,0.00541
S100z,-7.4,0.00542
Gsta4,-3.3,0.00547
Ssxb5,-6.5,0.00557
Nrarp,-5.5,0.00562
Ccnt1,-4.1,0.0057
Rpa1,6.2,0.00577
Tspear,-4.4,0.00577
Cbr2,-5.5,0.00584
Adamts5,3.7,0.00587
Adgrf5,-7.7,0.00601
Pdcd5,-4.5,0.00608
Trav12d-1,-4.4,0.00616
Trav12n-1,-4.4,0.00616
Uts2,6.3,0.00617
Gja1,-3.6,0.0062
Adgrg6,3.9,0.00626
Olfr536,-5.4,0.0063
Steap4,-2.9,0.00632
Clvs2,-6,0.00635
Trav12-2,-4.6,0.00637
Gnat2,-10.5,0.00645
Ccdc28a,-6.9,0.00656
Angel1,-3.6,0.00658
Ifi209,-6.7,0.00658
Olfr641,6.4,0.00658
ENSMUSG00000092113,-1.9,0.00658
4933406M09Rik,-9,0.00665
Prlh,-2.5,0.00667
Blvrb,7.7,0.00677
Hadhb,3.7,0.00679
Zfp936,-9,0.00694
Spn,-9.8,0.00696
Fmnl1,-5.2,0.00704
ENSMUSG00000060559,-7.7,0.0071
Grin2a,-2.7,0.00711
Carmil2,-11.2,0.00724
Pdk1,7.3,0.00729
Olfr781,-8.2,0.00731
Kcnj9,-8.2,0.00734
Fam149a,-8.1,0.00738
Krtap1-3,-7.7,0.00738
Igkv17-134,-7.7,0.00745
Card14,-7.3,0.00747
Vti1b,-3.5,0.00755
Cd72,3.9,0.00758
Igfl3,-8,0.0076
Tmem236,-7.8,0.0076
Acsm1,-4.6,0.00762
Gpr161,-1.8,0.00762
Olfr287,-9.1,0.00763
1700060C20Rik,-3.8,0.00764
Bend7,-1.9,0.00764
Rnf13,-4.5,0.00765
Gm94,7.2,0.00769
Ankrd61,-5.1,0.00774
Oprl1,7.1,0.0078
Syt12,-7.2,0.0078
Plod1,6.9,0.0079
Tmc2,-7.2,0.00791
Higd2a,6.7,0.00795
S100b,7.4,0.00814
Cabcoco1,-8.8,0.00819
Ighv2-9-1,-7.1,0.00823
Krtap8-1,-9.6,0.00823
Gucy2c,-6.2,0.00826
Bpi,4.5,0.00842
Psg26,-6.8,0.00843
Itgb4,-5.5,0.00844
Gm28041,-9.2,0.00853
Gzmm,-3.2,0.00861
Kbtbd2,-2.9,0.00861
Hnf4a,-5.7,0.00865
Fst,-9.8,0.00866
Trim15,-2.7,0.00868
Ndufb2,-3.6,0.00874
Hist1h2ag,-2.7,0.00875
Gm13288,-4.7,0.00886
Gm13289,-4.7,0.00886
Gm13290,-4.7,0.00886
ENSMUSG00000094376,-4.7,0.00886
ENSMUSG00000095694,-4.7,0.00886
ENSMUSG00000095695,-4.7,0.00886
Knop1,-5.3,0.00901
Defb15,-8.6,0.00902
Fbxl16,-3.4,0.00906
Pin4,7,0.00906
Gm17174,-4.3,0.00907
Psma5,-6,0.00909
Pak2,3.6,0.00913
Ddt,-6.4,0.00916
Frmpd3,-3.2,0.00916
Ankrd66,-7.5,0.00922
Tbc1d7,-5.9,0.00922
Gabra5,4,0.00928
Gm21142,-6,0.00931
ENSMUSG00000096364,-1.6,0.00945
Atad3a,5.6,0.00946
Gga1,-4.9,0.00958
Lama5,-3.7,0.0096
Ss18,-9.7,0.00981
Borcs6,-7.2,0.00982
1700119I11Rik,-6,0.00986
Gm6712,6.3,0.00986
Bcl6,-5,0.00993
8-Mar,7,0.00995
Ctla2a,-5.5,0.00997
Gm17669,-9.7,0.01
Tmed5,-6.9,0.01
Gm20498,-10.1,0.0101
Mpg,-4.1,0.0101
C1qtnf9,-3.7,0.0102
Fgl1,-3.4,0.0103
Ppp2r3d,-9.7,0.0104
Usp4,-5.1,0.0104
Flvcr2,1.8,0.0105
Slc16a9,-1.5,0.0105
Xlr,-5.9,0.0105
Gm6526,5,0.0106
Olfr733,-8.3,0.0106
Scaf4,8.6,0.0106
Cebpa,-6.1,0.0107
Abcd4,-3.9,0.0108
BC030500,-4.8,0.0109
Ugt1a1,-10.4,0.0109
Phyhip,-7.7,0.011
Acot6,-6.8,0.0111
5031425E22Rik,-10.1,0.0113
Gm5415,-4.9,0.0114
Olfr952,-2.5,0.0115
Trav14d-3-dv8,-7.1,0.0115
Acvr2a,3.2,0.0116
Mroh6,-5.7,0.0117
Olfr1446,5.9,0.0117
Pla2g2e,8.3,0.0117
Slc35f2,-1.3,0.0117
Igkv3-7,-3.9,0.0118
Dmbx1,7.9,0.0119
Gm10338,-4.4,0.0119
Gm5795,-4.4,0.0119
Olfr539,-4.9,0.0121
4921539E11Rik,-5.1,0.0122
Dhx30,6.4,0.0122
Mmadhc,-7.3,0.0122
Robo2,-5.4,0.0122
Gng5,-9.1,0.0123
Lamtor4,3.1,0.0123
1500011B03Rik,-7,0.0124
Lce6a,-8.8,0.0124
Slc26a6,2.8,0.0124
Szrd1,-7.5,0.0124
AA386476,-2.6,0.0125
Gdpd1,2.1,0.0125
Map2,-3.1,0.0125
Klk9,5.4,0.0126
Tprn,-9,0.0126
Ube2v1,-5,0.0126
Gm11273,6.2,0.0127
Gm8237,6.1,0.0127
Srsf12,-5.7,0.0127
Atxn1l,-5.9,0.0128
Cbfb,-4.7,0.0128
Gm9938,-6.5,0.0128
E130114P18Rik,-6.4,0.0129
Gm14305,-5.5,0.0129
Vmn1r55,-4.9,0.0129
Dcdc2b,-10.6,0.013
Gm5258,-5,0.013
Sec24a,-3.7,0.0131
Smpdl3a,-7.4,0.0131
Trav4-4-dv10,-9.5,0.0131
Dirc2,1.2,0.0132
Snx3,6.8,0.0132
Cdpf1,3.1,0.0133
Psmg2,-8.7,0.0134
1600002K03Rik,1.6,0.0135
Gm9844,-2.3,0.0135
Krtap4-16,-2.8,0.0135
Med13,-3,0.0135
1700020N15Rik,-3.8,0.0136
Gm6812,-3.8,0.0136
Serpina1c,-3.4,0.0137
D130058E05Rik,-8.6,0.0139
Ermn,-7.6,0.0139
Gm10153,-5.1,0.0139
Ptpn1,3.7,0.0139
4932443I19Rik,-7.5,0.014
Olfr686,-7.8,0.014
Gm10530,-10.1,0.0141
Rapgef3,-6,0.0141
Spi1,-3.5,0.0141
Ndufb9,-9.1,0.0142
Upk2,-3.1,0.0142
Arid3b,-5.1,0.0143
Edrf1,-7.4,0.0143
H2al3,-3.8,0.0143
1700018B24Rik,5,0.0144
Rasa1,-3.3,0.0144
Trappc1,5.6,0.0144
ENSMUSG00000076464,4.1,0.0144
Gpd1l,-4.7,0.0145
Lcn11,-5,0.0145
Mzt1,-10.7,0.0145
Speer4f2,-4.2,0.0146
Tmem50a,-5.2,0.0146
Grifin,5.3,0.0147
Ddx54,-7.7,0.0148
Ifnz,-4.7,0.0148
AV320801,-4.5,0.0149
F830045P16Rik,-6,0.0149
Gm15023,-4.5,0.0149
Gmfg,-5.8,0.0149
Kti12,-3.3,0.0149
Mterf4,-9.9,0.0149
Sh2b3,3.8,0.0149
Vmn1r235,-4.6,0.0149
4930524J08Rik,5.8,0.015
Cd19,-4.9,0.015
Zik1,-4.8,0.015
Adgrg5,-1.5,0.0151
Agpat3,-7.8,0.0151
Cntnap5b,-4,0.0151
Gm765,-4.3,0.0153
Amz1,-2.8,0.0154
Clec2g,-4.8,0.0154
Olfr870,-2.7,0.0154
Glrx3,-7.4,0.0155
Gm7367,-2.6,0.0155
G3bp1,7.1,0.0156
Atoh8,7.4,0.0157
Rasl12,4.3,0.0157
Tgm2,3.8,0.0157
Ubqlnl,-3.6,0.0159
ENSMUSG00000094949,-2.9,0.0159
Plagl2,-2.9,0.016
Tead2,-2.7,0.016
Vps25,-8.9,0.016
Ccdc50,-6.8,0.0161
Il16,-8,0.0161
Smim7,2.1,0.0161
Def6,-4.5,0.0162
Nucks1,2.5,0.0162
Sgk1,-4.6,0.0162
ENSMUSG00000093411,-7.7,0.0162
Ccnt2,4.7,0.0163
Dvl3,-3.7,0.0163
Nrf1,7.9,0.0163
Hes3,8.7,0.0164
Armcx4,-2.9,0.0165
Nucb1,-7.4,0.0165
Olfr583,5.4,0.0165
Prrt1,-4.8,0.0165
Vmn2r113,-8.3,0.0165
Mtrf1,-7,0.0166
Rsad1,-5.9,0.0166
Cmas,-8.7,0.0167
Epha7,6.3,0.0168
Esp38,-6.5,0.0168
Cisd2,-3.7,0.0169
Cuedc1,-3.3,0.0169
1700120B22Rik,-8.3,0.017
Ldb3,-6.9,0.017
Nudt3,-8,0.0171
Slc29a3,8.6,0.0171
Hist1h4b,-4.5,0.0172
Morn2,-4.4,0.0172
Abraxas1,-5.9,0.0173
Gm9885,-6,0.0173
Il1rapl1,4.4,0.0173
Pink1,3.5,0.0173
Rhox4e,-5.7,0.0173
Adat1,-7.2,0.0174
AU021092,-2.7,0.0174
Sirt1,3.3,0.0174
BC052040,-4.6,0.0175
Olfr788,-7.7,0.0175
Slc25a32,6.1,0.0175
Trav9-1,-6.4,0.0175
Trav9d-1,-6.4,0.0175
Cfap97,-6.6,0.0177
Serpini2,-3.7,0.0177
Srgap1,-2.7,0.0177
Aph1c,-2.2,0.0178
Gm3002,-4.9,0.0179
Gm3252,-4.9,0.0179
Gm3629,-4.9,0.0179
Krt80,-2.6,0.0179
1700010I14Rik,-2.6,0.018
Ocstamp,-3.7,0.018
Reg2,-3.7,0.018
Gm11756,-5.1,0.0181
Psmd11,-5.6,0.0181
Dnajc5,5.9,0.0182
Fam219a,-8.2,0.0182
Pcdhb1,-3.3,0.0182
Trak2,4.5,0.0182
Pafah1b1,5.4,0.0183
Ppp3cc,6.8,0.0184
Lrp5,6.5,0.0185
Xrcc1,-5.9,0.0185
Gm21789,-6.2,0.0186
Micall1,-3.3,0.0186
Olfr1394,-5.2,0.0186
Syt2,-5.6,0.0186
Vamp3,2.4,0.0186
Gem,-8.8,0.0187
Hk1,2.8,0.0187
Meikin,-5.7,0.0188
Pla2g12a,5.7,0.0188
Pramel3,-4.3,0.0188
Igkv4-63,-6.1,0.019
Ksr2,6,0.019
1700017D01Rik,-3.9,0.0192
Nap1l1,-8.5,0.0192
Nfam1,-3.3,0.0192
Aqp1,-5.4,0.0193
Cebpb,3.3,0.0193
Ppt1,4.9,0.0193
Srsx,-6,0.0193
Trim30c,-5.3,0.0193
Vmn1r230,-5.3,0.0193
Dnajc19,-3.3,0.0194
Gnrh1,-5.4,0.0194
Syt9,-3.4,0.0194
Gria1,-6.7,0.0195
Psma8,-3.2,0.0195
Tex38,-2.5,0.0195
Arfgap1,7.4,0.0196
Hoxd12,5.2,0.0196
Zfp35,6.9,0.0197
Trim5,-3,0.0198
Rnase12,-3,0.0199
Rps23,-8.4,0.0199
ENSMUSG00000050959,-2.6,0.0199
Herc1,-2.8,0.02
Stambpl1,-3,0.02
Ms4a2,-5.3,0.0201
Prg4,-3.1,0.0202
Fbxo9,-3.7,0.0203
ENSMUSG00000075178,-4.7,0.0203
Necap2,-5.7,0.0204
Fam187b,-5.5,0.0205
Mmp1b,-5.4,0.0205
Olfr885,-4.7,0.0205
Gm10322,-7.9,0.0206
Kcnq3,6.7,0.0207
Nbea,-4.5,0.0207
Zfp595,-5.9,0.0207
Dbp,-6.7,0.0208
Eva1c,-7.1,0.0208
Serpinb6d,-4.2,0.0208
Fam122a,-7.5,0.0209
A430089I19Rik,-7.5,0.021
Gm10424,-7.5,0.021
Gm3147,-7.5,0.021
Zfp949,-1.9,0.021
Klhl18,5.6,0.0211
Vps26a,-6.5,0.0211
Olfr911-ps1,6.6,0.0213
1700019A02Rik,-8.6,0.0215
Zkscan3,-4.7,0.0215
Olfr203,-1.9,0.0216
Tex44,-7.1,0.0216
Commd7,-12.1,0.0217
D230025D16Rik,6.8,0.0217
Olfr1331,-2.3,0.0217
Sec1,-8.2,0.0217
4933411G06Rik,-7.1,0.0218
Pla2g2a,-10.1,0.0218
Igf1r,5.8,0.0219
Olfr199,-3.4,0.0219
Gdpd5,1.8,0.022
Rdm1,4.6,0.022
Gm9805,-10.3,0.0221
Smpd5,-5.9,0.0221
Gm6164,-7.2,0.0222
Gm8653,-7.2,0.0222
Vmn1r117,-7.2,0.0222
Cln6,-2.8,0.0223
Csrnp2,-7.4,0.0224
ENSMUSG00000095882,3.6,0.0224
Hoxc4,-4.8,0.0225
Lrrc51,-7.1,0.0225
ENSMUSG00000094339,-7.1,0.0226
ENSMUSG00000094816,-7.1,0.0226
ENSMUSG00000094909,-7.1,0.0226
ENSMUSG00000095441,-7.1,0.0226
ENSMUSG00000095733,-7.1,0.0226
ENSMUSG00000096234,-7.1,0.0226
ENSMUSG00000096548,-7.1,0.0226
Ltbp4,-3.6,0.0227
Olfr13,-3.1,0.0227
Pcdhb4,-8.7,0.0227
Pgm1,5.2,0.0227
Sf3b2,-6.3,0.0227
Gm6605,-7,0.023
Opa3,-7.5,0.023
Pcsk6,3.4,0.023
ENSMUSG00000094289,-3.6,0.023
A630001G21Rik,4.8,0.0231
Agxt2,2.7,0.0231
Poteg,2.3,0.0233
Tsta3,-2.7,0.0233
Mettl13,-5,0.0234
ENSMUSG00000093451,7.7,0.0234
Ank,6.9,0.0235
Nasp,5.1,0.0235
Gm20730,5.6,0.0236
Plekha3,-6.3,0.0236
Ssxb3,-6.9,0.0236
Nfkbid,-9.2,0.0237
Topors,4.5,0.0237
Vdac3-ps1,-2.7,0.0237
Exoc3l2,-5.2,0.0238
Gnb5,3.3,0.0238
Oas1h,-5.8,0.0238
Egflam,2.8,0.0239
Capza1,6.7,0.024
Speer4e,5.1,0.024
Irf8,5.1,0.0241
Olfr1461,4.5,0.0241
Ntmt1,-9.5,0.0242
Golga1,-3.3,0.0244
Nlrp2,-6.9,0.0244
2700081O15Rik,-10.5,0.0246
Cdk5rap3,-3.2,0.0246
Dolpp1,-7.2,0.0246
Grid2,5.6,0.0247
Nsun3,-1.3,0.0247
Ffar4,-3.5,0.0249
Clec4b2,-7.9,0.025
Gm2000,-5,0.025
Serpinb9g,-7.8,0.025
Trps1,-4.1,0.025
Ccl21b,-4.1,0.0251
Gm10591,-4.1,0.0251
Gm13304,-4.1,0.0251
Gm21541,-4.1,0.0251
Olfr628,6.5,0.0251
Vmn1r46,5.9,0.0251
Aldh3a1,2.3,0.0252
1700067P10Rik,-4.8,0.0253
Fam221b,-3.1,0.0253
Cnot10,6.8,0.0254
Krtap7-1,-10.6,0.0254
Plekhf1,-3,0.0254
Stmn1,3,0.0254
Aqr,-4.2,0.0255
Rps4l-ps,-5.7,0.0255
Tpbg,4.7,0.0255
Xrcc6,-4.7,0.0255
Ydjc,-6.1,0.0255
Olfr160,1.8,0.0256
Pdcl2,-3,0.0256
Cdc45,-4.2,0.0257
Clic5,-4.7,0.0257
Eif2ak1,4.8,0.0257
Rrbp1,6.4,0.0257
Znrf2,-3.1,0.0257
Map3k8,7.1,0.0258
Surf1,-3.8,0.0258
4930504O13Rik,6.6,0.0259
Bcl2l11,2.9,0.0259
Bod1,-9.3,0.0259
Gm10684,-3.4,0.026
Gm8439,-3.2,0.026
Olfr654,-7.9,0.026
Tmprss9,-2.8,0.026
Asl,2.5,0.0261
St7,1.9,0.0261
Svs4,-5.7,0.0261
Zfp777,5.6,0.0261
Gprc5a,5.4,0.0262
Borcs5,-9.1,0.0264
Gm17027,-4.7,0.0264
Gm21977,-4.7,0.0264
Gm7929,-4.7,0.0264
Gm7954,-4.7,0.0264
Gm8068,-4.7,0.0264
Gm8082,-4.7,0.0264
Kdm2a,-4.2,0.0264
Phex,-3,0.0264
Ica1l,-11.2,0.0265
Tsn,-7.4,0.0265
Zfp395,6.2,0.0265
Folr1,4.5,0.0267
Rxfp2,-2.9,0.0267
Sar1a,-2.7,0.0267
Endog,2.8,0.0268
Olfr1426,-4.2,0.0268
Rhox12,6.4,0.0268
Sult1e1,-11.2,0.0268
Vmn1r107,-4.9,0.0268
Vmn1r155,-4.9,0.0268
Amph,-6.1,0.0269
Prob1,-6.6,0.0269
Rpl35a,6.5,0.0269
Slc5a3,-6.4,0.0269
Tgfbr1,-8.3,0.0269
Zfp40,-5.6,0.0269
Capn15,3.2,0.027
Stk26,-6.6,0.027
3110009E18Rik,-2.5,0.0271
Myom2,-4.2,0.0271
Raet1e,-4,0.0271
Spink1,-11.2,0.0271
Sprr2g,-11.2,0.0271
Aatk,3.4,0.0272
Alkbh8,4.5,0.0272
Naip2,3.7,0.0272
Ap5b1,-4,0.0273
Gm20826,6,0.0273
Gm21244,6,0.0273
Olfr360,-8.2,0.0273
Dok4,-3.8,0.0274
Naga,4.1,0.0274
3110040N11Rik,-11.1,0.0275
Tcf3,-7,0.0275
Tex10,-1.3,0.0275
Cyb5r1,2.2,0.0276
Ephx4,-4.1,0.0276
Zfp524,11,0.0276
Mtss1l,-7.9,0.0277
Ythdf3,-11.1,0.0277
Lipo1,6.1,0.0278
Zfp429,6.1,0.0278
Fhl1,3.2,0.0279
Pfas,-6.6,0.0279
Tsacc,-3.9,0.028
Maats1,-7.1,0.0281
Pomp,3.1,0.0281
Slc6a9,3.4,0.0281
Tas2r103,3.4,0.0281
Olfr54,3.7,0.0283
Isoc1,-6.1,0.0284
Nudt22,-4.6,0.0284
Fancg,4.5,0.0285
Taf1a,-4,0.0285
Vmn2r2,-3.6,0.0285
Akap2,-7.7,0.0286
Ccnf,-7.5,0.0286
Efna2,-3.6,0.0286
Tomt,6.9,0.0287
Zfp658,-3.4,0.0287
AI413582,-3.5,0.0288
Sprr2b,-11,0.0289
AY761185,-5.3,0.029
Gm10668,-6,0.029
Gm4567,-6,0.029
Nkiras1,5.3,0.029
Scn9a,6.8,0.029
Sertad1,7.3,0.029
Tmem198,-2.3,0.029
1700029H14Rik,-7.2,0.0292
1700066M21Rik,-8.2,0.0292
Defb13,4.1,0.0292
Sync,5.3,0.0292
Xab2,-7.2,0.0292
Ajuba,4.1,0.0293
Ucp2,-1.8,0.0293
Upf3a,-3.7,0.0293
Gm6592,-5.8,0.0295
Hbq1b,-6.6,0.0295
Olfr1161,-5.6,0.0295
Slc46a2,-5.3,0.0295
Rassf10,-10.7,0.0296
Socs7,-3.1,0.0296
Cyp2c54,-7.3,0.0297
Dsn1,-3.9,0.0297
Necab3,-6.8,0.0297
Olfr699,5.9,0.0297
Soat1,-10.8,0.0298
Thtpa,-5,0.0298
2410002F23Rik,-3.1,0.0299
Med13l,8.8,0.0299
Olfr138,5.9,0.0299
1600014C10Rik,-6.1,0.03
Cept1,-4.1,0.03
P2rx3,-10.4,0.03
Sell,-4.1,0.03
Spin2g,-10.4,0.03
Gng10,4.3,0.0301
Pigr,5,0.0301
Slc25a34,4,0.0301
Pcbd1,-2.8,0.0302
Fiz1,-7.5,0.0303
Elac1,-6.5,0.0304
Prpf31,-3.5,0.0304
Psmb9,-3.1,0.0304
Rab40c,-2.6,0.0304
Samd14,-7.2,0.0304
Hmgn5,5.9,0.0305
Olfr325,2.4,0.0305
Sptlc2,-6.5,0.0305
Stk16,-6.8,0.0305
Ccdc174,-6.4,0.0306
Mstn,-4,0.0306
0610030E20Rik,-6.8,0.0307
Cep78,-1.8,0.0307
Kntc1,-3.4,0.0307
Mrgprb8,4,0.0307
Prrx2,-2.9,0.0307
Sypl,3.2,0.0307
Trappc8,-4,0.0307
Majin,-4,0.0308
2510009E07Rik,-6.2,0.0309
Fabp4,6.9,0.0309
Gchfr,-5.1,0.0309
Stmn2,-2.5,0.0309
Ubash3b,-4.3,0.0309
Zfp931,-6.9,0.0309
2610021A01Rik,-9.9,0.031
Fignl2,-6.2,0.031
Ptx4,-6.2,0.031
Synj2bp,-7.2,0.031
D16Ertd472e,-6.2,0.0311
Gm13128,-2.9,0.0311
Olfr137,-2.9,0.0311
Mier3,3.7,0.0312
Lrrc20,-6.1,0.0313
Muc3a,3.4,0.0313
Ube2e3,-5.4,0.0313
Zmpste24,-3.5,0.0313
Agk,-6.5,0.0315
Ly96,-6.1,0.0315
Vgll1,-3.3,0.0315
Dact3,-7.1,0.0316
Olfr678,3.1,0.0316
Katnb1,3.6,0.0318
Ubl4b,-3.6,0.0319
Bcas2,4.7,0.032
Olfr5,2.5,0.032
Vmn1r60,-3.1,0.032
Wee2,-4.8,0.032
Creb3l4,-2.4,0.0321
Rnf10,-3.3,0.0321
Ttc36,-3.1,0.0321
Commd9,6.5,0.0322
Lekr1,-7.2,0.0322
Ngfr,6.6,0.0322
Tmem140,-3,0.0322
Zdhhc2,-2.5,0.0322
1110059G10Rik,-7.3,0.0324
Olfr1535,4.9,0.0324
Traf5,-4.3,0.0324
Tmem200b,0.9,0.0325
Neurog2,5.3,0.0326
Wdr59,-3.9,0.0326
Mettl21a,0.9,0.0327
Atg7,-5.5,0.0328
Dtd1,10.3,0.0328
Rnf148,-2.6,0.0328
Tank,4.7,0.0328
Tbkbp1,-9.9,0.0328
Ccl21a,-3.9,0.0329
Chac2,-5.8,0.0329
Cyp4a32,-6.2,0.0329
Dpp6,2.1,0.0329
Gamt,2.4,0.0329
Igsf10,5.7,0.0329
Ssmem1,-1.6,0.0329
Zdhhc20,2.8,0.0329
Adamts6,-3.9,0.033
Klhl24,-3.9,0.033
Rpl21,-5.2,0.033
Stxbp3,-5.8,0.033
Vps13d,-3.9,0.033
Dennd4b,-6.8,0.0331
Rflnb,-5.7,0.0331
Spag7,-3.3,0.0331
Washc2,-6.6,0.0332
Wnt16,2.6,0.0332
Plcg2,-4.1,0.0333
Ybey,-3.9,0.0333
Fam228a,-4.7,0.0334
Olfr352,-7,0.0334
Ccdc103,-4,0.0335
Shb,-5.7,0.0335
Cdhr5,-3.2,0.0336
Dcaf12,-9.7,0.0336
Slc26a1,6.4,0.0336
Gnb3,6.9,0.0337
Olfr1286,4.6,0.0337
Olfr70,-7,0.0337
